id,question,answer,source,collected_date
38,[과실판단]  과실비율 판단과 결정은 누가 하나요?,"민법 및 민사소송법에 따라 과실비율의 최종판단과 결정은 법원의 판사가 하도록 되어 있습니다.
과실비율의 산정은 법원의 재량에 속하고 당사자의 주장에 구애받지 않습니다.
다만 모든 사고에 대하여 소송을 진행한다는 것은 비효율적이고 불필요한 사회적 비용이 발생하는 것으로 사고당사자간 합의시 소송을 하지 않더라도 과실이 결정될 수 있습니다.
그러나 현실적으로 사고당사자간 합의가 쉽고 원활하게 이루어지는 경우는 적어 약관 및 대위권에 따라 보험사에서 과실 합의 및 소송을 대행하는 것입니다.
이 외에도 과실은 법적인 판단으로 전문변호사에게 상담받을 수 있으며, 변호사가 아닌 자가 과실 합의를 알선 및 중재하거나 화해를 권고하는 경우, 변호사법 제109조, 제112조의 위반 소지가 있으므로 주의하셔야 합니다.",KNIA 과실비율 FAQ,2025-08-14 15:48:16
39,"[과실상식]  간단한 접촉사고인데도 상대 운전자가 지나치게 많은 치료를 했습니다. 보험금 정산시 상대편 운전자의 치료비용은 제 보험금으로 지급되고, 과실비율과 관계없이 전액 보상한다고 합니다. 왜 그런건가요?","교통사고가 발생하여 상대방이 부상을 당한 경우에는 입원비 등 치료관계비와 위자료, 휴업손해 등이 발생하게 됩니다. 나에게도 일부 과실이 있는 경우 이러한 상대방의 인적 손해는 내가 가입한 자동차보험 대인배상 1, 2 에서 부담하게 됩니다.
이 때, 상대방의 과실만큼 상계처리를 하고 보상하지만, 과실상계한 후의 금액이 치료관계비 해당액에 미달하는 경우에는 인명구조를 우선적으로 고려하여 치료관계비 해당액을 보상하고 있습니다. 이는 자동차보험 약관상 지급기준에 의한 것으로, 교통사고시 치료비 부담에 대한 분쟁 감소와 부상자의 신속한 구제 및 보호를 위해 자동차보험 약관에서만 특수하게 정하고 있는 규정입니다.",KNIA 과실비율 FAQ,2025-08-14 15:48:16
40,[과실상식]  과실 합의가 안되는(분쟁이 발생하는) 이유는 무엇인가요?,"홈페이지의 과실비율란? -> 과실분쟁의 발생이유를 참조하시기 바랍니다.
[과실분쟁의 발생이유] 링크 → http://accident.knia.or.kr/about/",KNIA 과실비율 FAQ,2025-08-14 15:48:16
41,[과실상식]  왜 우리나라는 과실에 따라서 손해배상이 결정되나요? 선진국은 자신의 보험사에서 모두 해결해주지 않나요?,"우리나라는 순수과실상계의 손해배상법리를 채택하고 있습니다. 따라서 사고에 대해 일부라도 과실이 있다면 상대방의 손해액에서 대하여 그 과실 비율만큼 보상해야 합니다.
이는 우리나라뿐 아니라 미국(일부주 제외), 독일, 일본 등 대부분의 나라에서 채택하고 있는 법리입니다. 미국(일부주)에서 운영하고 있는 노폴트 보험은 과실비율과 상관없이 본인의 사고는 본인의 보험사로부터 전부 보상받는 보험제도입니다. 과실비율에 따른 배상처리가 없어 대물 손해에 대한 과실분쟁은 매우 적으나, 사고시 보험료 할증이 크고 인적 손해 발생시 가해자로부터 손해배상이 이루어지지 않아 소송이 발생하는 경우가 많다는 단점이 있습니다.
[2014년 법무부 연구용역과제보고서 - 불법행위에 따른 손해배상책임의 공평한 조정에 관한 연구 등 일부 참조]",KNIA 과실비율 FAQ,2025-08-14 15:48:16
42,[과실상식]  제 사고에 대하여 여러 전문가들과 상담을 하였습니다만 다들 산정한 과실비율이 다릅니다. 왜 다를까요?,"실제 교통사고는 다양한 형태로 발생하기 때문에 한정된 증거자료로 판단 시  동일한 사고에 대해서도 서로 다른 사고도표를 적용할 수 있으며, 동일한 사고도표를 적용하는 경우에도 구체적인 상황을 고려하여 수정요소를 적용할 것인지 여부를 다르게 판단할 수 있기 때문입니다.",KNIA 과실비율 FAQ,2025-08-14 15:48:16
43,[과실상식]  전에 동일한 장소에서 동일한 유형의 사고가 발생했는데 과실비율이 다르게 결정되었어요. 잘못된거 아닌가요?,"동일한 장소에서 동일한 유형의 사고가 발생했는데도 과실비율이 다르게 결정되는 경우는 다음과 같습니다.
1. 동일한 유형이라도 차량속도, 도로상태, 기상상태, 충돌부위, 충돌각도 등 세부적인 요인에 따라서 과실비율이 다르게 결정될 수 있습니다.
2. 동일한 유형이라도 상대차량은 동일차량의 동일운전자(또는 동일 보험사)가 아닙니다.
   기존에 결정된 사례가 있어도 상대편이 인정하지 않는다면 협의와 양보를 통해서 과실비율을 결정해야 합니다.",KNIA 과실비율 FAQ,2025-08-14 15:48:16
44,"[과실상식]  제 앞에 나타난 장해물(진로변경 또는 불법주차 차량, 적재물 낙하 등)을 피하려다 다른 차량과 사고가 났어요. 이럴 때 과실이 어떻게 주어지나요?","장해물과 접촉하지는 않았지만 장해물을 피하려다 다른 차량과 사고가 나는 경우는 비접촉 사고라고 합니다.
공식적인 기준은 없지만 분쟁심의에서는 장해물과 사고의 인과관계를 인정 시 원인제공자에게 과실을 부과하고 있으며, 기본과실에서 장해물에 대하여 과실을 10~20% 감산하고 있습니다.
장해물 또는 원인제공자는 비접촉을 이유로 무과실을 주장하지만 사고의 원인이 있으므로 과실을 부과하고 피해 경감의 측면을 고려하여 10~20% 감산하는 것입니다.",KNIA 과실비율 FAQ,2025-08-14 15:48:16
45,[과실상식]  아파트 단지 내 도로에서 사고가 발생했어요. 일반도로와 달리 과실이 적용되는 부분이 있나요?,"아파트 단지 내 도로가 도로교통법의 적용되는 도로에 해당하지 않는다고 할지라도 과실비율을 판단함에 있어서 【도로교통법 제2조 1. 라】에 규정된 ""그 밖에 현실적으로 불특정 다수의 사람 또는 차마가 통행할 수 있도록 공개된 장소로 안전하고 원활한 교통을 확보할 필요가 있는 장소""를 준용할 수 있는바, 만약 도로교통법상 규정된 운전자의 주의의무를 위반하여 아파트 단지 내 도로에서 사고가 발생한 경우에는 일반도로에서 사고가 발생한 경우와 마찬가지로 도로교통법상 주의의무 위반 사실을 과실비율 산정에 있어 참작할 수 있습니다.",KNIA 과실비율 FAQ,2025-08-14 15:48:16
46,[과실상식]  외제차량에 부딪혀서 사고가 발생했습니다. 외제차량의 과실이 더 많은데 왜 제 손해액보다 더 많은 금액을 외제차량에게 보상해 주어야 하나요?,"우리나라는 순수과실상계의 손해배상법리를 채택하고 있습니다. 따라서 사고에 대해 일부라도 과실이 있다면 상대방의 손해액에서 대하여 그 과실 비율만큼 보상해야 합니다.
외제차량은 부품값과 공임비 등 수리비용이 국내산 차량보다 훨씬 고가이므로 본인이 피해자라고 하더라도 본인 보험사에서 상대방에게 배상하는 금액이 상대방 보험사로부터 배상받는 금액보다 더 많을 수 있습니다.",KNIA 과실비율 FAQ,2025-08-14 15:48:16
47,[과실상식]  무보험 자동차에 의해 피해를 당했습니다. 보상 받을 수 있나요? 이럴 경우 과실상계도 해야 하나요?,"무보험 자동차에 의한 차량피해는 본인 자동차보험의 자차 담보로 처리해야 합니다.
그러나 인적피해는 정부가 자동차손해배상보장법에 근거하여 책임보험 지급기준에 따라 보상하고 있습니다.
만약 자동차보험 중 ""무보험자동차에 의한 상해""에 가입이 되어 있다면, 책임보험(대인보상1)을 초과하는 인적 피해도 해당 자동차보험에 의해 보상받을 수 있으며(구체적인 보상 여부 및 한도는 개별 자동차보험상품약관에 따라 상이할 수 있음), 이 경우 과실상계를 적용합니다.",KNIA 과실비율 FAQ,2025-08-14 15:48:16
48,[과실비율 인정기준]  제가 홈페이지를 통해서 확인한 과실비율과 보험사가 안내해준 과실비율이 다르네요. 왜 그럴까요?,"사고사실에 대한 접근이 달라 적용한 사고도표가 서로 다르거나, 도표가 같아도 수정요소의 적용에 있어 달리 판단할 수 있기 때문입니다. 보험사 담당직원에게 과실비율 산정시 적용한 사고도표와 이유를 문의하시기 바랍니다.",KNIA 과실비율 FAQ,2025-08-14 15:48:16
49,[과실비율 인정기준]  수정요소는 1개만 적용되나요? 아니면 복수로도 적용될 수 있나요?,"수정요소는 복수적용이 가능합니다. 다만 다음과 같은 제한이 있습니다. 1. 수정요소를 가산한 일방 차량의 최종 값이 100%를 넘을 수 없으며 반대로 0%보다 작을 수 없다. 또한 양자의 최종 과실비율의 합계는 언제나 100%가 되어야 한다.
2. 현저한 과실과 중과실이 중복될 경우는 중과실의 수정요소만을 적용하는 것을 원칙으로 한다.
3. 현저한 과실 내에서 여러 개가 중복되어도 최대 20%까지만 가산하는 것을 원칙으로 한다 (이러한 적용은 현저한 과실과 중과실의 차이를 엄격히 구분하고 현저한 과실의 취지를 충실히 반영하기 위해서이다).
4. 도표에서 수정요소의 구분이 점선으로 되어 있는 경우는 하나를 선택해야 하며 중복되는 경우 과실비율이 더 큰 수정요소만을 적용하는 것을 원칙으로 한다.
5. 중과실 내에서 여러 개가 중복되어도 또는 중과실과 현저한 과실이 아닌 다른 가산요소 여러 개가 중복되어도 특별한 사정이 없는 한, 최대 30%까지 가산할 수 있고, 가산한 최종 과실비율 값이 최대 100%를 초과하지 못한다.
(단, 피해자에게 회피가능성과 예측가능성이 있다면 10% 내에서 피해자에게 과실을 부여할 수 있다). 기본과실에 지나치게 큰 폭의 수정요소를 가산 또는 감산하거나  중복 적용하는 것은 양 사고당사자의 합의를 어렵게 만들고 사고에 대한 과실 예측력을 저하하므로, 객관적인 입증자료를 근거로  수정요소를 적용해야 합니다.",KNIA 과실비율 FAQ,2025-08-14 15:48:16
50,[과실비율 인정기준]  통상적으로 어떤 경우에 20% 과실이 가중되는 건가요?,"과실비율 인정기준에서는 다음과 같은 중대한 과실에 해당하는 경우 운전자에게 20% 과실을 가중하고 있습니다. 1) 졸음운전
2) 무면허운전
3) 혈중알코올농도 0.03% 이상 음주운전
4) 20km/h 이상의 제한속도 위반
5) 마약 등의 약물운전
6) 공동위험행위(도로교통법 제46조) 다만 실제 적용에 있어 입증자료가 있어야 하며, 구체적인 사고상황에 따라 달리 적용될 수 있습니다.",KNIA 과실비율 FAQ,2025-08-14 15:48:16
51,[과실비율 인정기준]  통상적으로 어떤 경우에 10% 과실이 가중되는 건가요?,"과실비율 인정기준에서는 다음과 같은 현저한 과실에 해당하는 경우 운전자에게 10% 과실을 가중하고 있습니다. 1) 한눈팔기 등 전방주시의무 위반이 현저한 경우
2) 혈중알코올농도 0.03% 미만 음주운전
3) 10km/h 이상 20km/h 미만의 제한속도 위반
4) 핸들 및 브레이크 조작이 현저히 부적절한 경우
5) 차량 유리의 암도가 높은 경우
6) 운전중 휴대전화 사용
7) 운전중 영상표시장치 시청,조작 다만 실제 적용에 있어 입증자료가 있어야 하며, 구체적인 사고상황에 따라 달리 적용될 수 있습니다.",KNIA 과실비율 FAQ,2025-08-14 15:48:16
52,[과실비율 인정기준]평상적으로 어떤 경우에 10% 과실이 가중되는 건가요?,,KNIA 과실비율 FAQ,2025-08-14 15:48:16
53,[과실비율 인정기준]  과실비율 인정기준의 효력은 무엇인가요?,자동차보험 표준약관 별표 3(보험업감독규정 시행세칙 별표 15)에 나와 있듯이 과실비율 인정기준은 과실비율을 산정할 때 사용하는 참고기준입니다. 해당사고에 대한 법원 판결이 있는 경우에는 판결이 우선하게 됩니다.,KNIA 과실비율 FAQ,2025-08-14 15:48:16
54,[과실비율 인정기준]  과실비율 인정기준에 없는 사고는 어떻게 결정되나요?,"자동차보험 표준약관 별표 3(보험업감독규정 시행세칙 별표 15)에 나와 있듯이 사고유형이 기준에 없거나 적용이 곤란할 때 판결례를 참작하여 결정됩니다.
참고로 과실비율 인정기준에는 없지만 분쟁심의에서 적용되고 있는 과실기준에 대해서는 [비정형 과실비율]이란 코너에서 확인할 수 있습니다.
[비정형 과실비율]링크→http://accident.knia.or.kr/special",KNIA 과실비율 FAQ,2025-08-14 15:48:16
55,[과실비율 인정기준]  과실비율 인정기준을 홈페이지에서 찾아보는 방법이 궁금합니다.,"다음과 같은 방법으로 자신의 교통사고에 맞는 과실비율을 찾아볼 수 있습니다.
1. 홈페이지 메인화면 [나의 과실비율 선택검색]에서 순서에 따라 사고에 맞는 항목을 선택하여 검색한다.
2. 메인화면 [나의 과실비율 키워드검색]에서 키워드를 선택하여 검색한다.
3. [과실비율인정기준] -> [나의 과실비율 알아보기]에서 검색창에 키워드를 입력하여 검색한다.
4. 보험사 보상직원에게 과실도표번호를 문의한 후, [나의 과실비율 알아보기]에서 검색창에 도표번호를 입력하여 검색한다.",KNIA 과실비율 FAQ,2025-08-14 15:48:16
56,[과실비율 인정기준]  보험사에서는 과실비율 인정기준을 참고해서 과실비율을 산정한다고 알고 있어요. 과실비율을 결정할 때 원칙이 있나요?,"다음과 같은 원칙에 따라 과실비율을 산정하게 됩니다. 1. 도로교통법의 통행 우선권에 따라 판단합니다.
2. 교통강자 위험부담의 원칙이 있습니다.(예 : 자동차의 위험부담 > 보행자의 위험부담)
3. 사고 당시의 구체적 상황(차량의 속도, 도로상황, 사고발생 지점의 도로구조, 사고 차량간 거리, 기타 관련된 교통상황 등)을 고려하여 사고 발생의 예견 내지 회피 가능한 요소를 살펴 정하게 됩니다.",KNIA 과실비율 FAQ,2025-08-14 15:48:16
57,[과실비율 인정기준]  과실비율을 결정하는 요인과 기준은 무엇인가요?,"자세한 내용은 홈페이지의 [과실비율의 이해] -> [과실비율이란] -> [과실의 산정요인]을 참조하시기 바랍니다.
[과실의 산정요인]  링크 → http://accident.knia.or.kr/about/",KNIA 과실비율 FAQ,2025-08-14 15:48:16
58,[과실비율 인정기준]  과실비율 인정기준상 수정요소를 적용하면 제 과실은 0인데 왜 제 보험사와 상대편은 제게 과실이 있다고 하는걸까요?,"기본과실에 수정요소를 적용하는 것은 기본과실에서 설명되지 않은 사고의 주요 요인을 반영하여 양 당사자간 과실비율을 원활하게 조정하기 위함입니다. 수정요소 적용 여부는 객관적이고 분명한 입증자료를 근거로 하여야 하며, 무조건적인 수정요소의 적용보다는 사고 및 손해와 인과관계가 있는 주요 수정요소에 대해서 적용하여야 합니다.",KNIA 과실비율 FAQ,2025-08-14 15:48:16
59,[경찰 신고]  교통사고  발생 시 경찰서에 신고해야 하나요?,"교통사고가 발생하면 사람이 다치지 않고 차량만 파손된 것이 분명하고 도로에서의 위험방지와 원활한 소통을 위하여 필요한 조치를 한 경우를 제외하고는 경찰 신고(112)를 해야 합니다.(도로교통법 54조 제2항)
경찰 신고를 한다고 반드시 형사 및 행정처벌이 이루어지는 것은 아닙니다. 피해유형 및 정도에 따라 경찰서에서 내사종결 합니다. 경찰신고를 하는 경우 현장에서 불필요한 다툼을 방지하거나 신속한 사고현장 정리가 가능합니다. 또한 과실분쟁 발생시 신고시 진술했던 내용이 중요하게 적용되므로 사고가 발생하면 경찰서에 신고하시기 바랍니다.",KNIA 과실비율 FAQ,2025-08-14 15:48:16
60,[경찰 신고]  교통사고사실확인원은 어떻게 발급받나요?,"교통사고사실확인원은 본인이 신청하거나(방문 또는 인터넷 https://minwon.police.go.kr), 보험사를 대리인으로 지정한 위임장을 작성하시면 보험사가 신청을 대행할 수 있습니다.(도로교통법 시행규칙 제129조의3)
인적 피해가 없는 대물사고의 경우 경찰이 도로교통법 시행령 제32조에 따라 조사를 생략 할 수 있습니다. 경찰이 위와 같이 조사를 생략한 경우에는 사고당사자가 교통사고사실확인원을 신청한 순간 부터 사고에 관한 조사가 이루어지는바, 교통사고사실확인원 발급에 상당한 시간이 소요될 수 있습니다.",KNIA 과실비율 FAQ,2025-08-14 15:48:16
61,[경찰 신고]  경찰서에서 발급받은 교통사고사실확인원과 심의결정의 가해자와 피해자 구분이 다르네요. 심의결정이 잘못된 것이 아닌가요?,교통사고사실확인원은 사고사실을 확인할 수 있는 중요한 입증자료중 하나입니다. 심의위원회에서는 교통사고사실확인원 외에도 여러 입증자료를 검토하여 판단하므로 교통사고사실확인원의 가해자/피해자 구분과 달리 판단할만한 근거가 있는 경우 심의결정이 다르게 나올 수 있습니다. (이는 법원 재판에서도 동일합니다.),KNIA 과실비율 FAQ,2025-08-14 15:48:16
62,test,test1341313123,KNIA 과실비율 FAQ,2025-08-14 15:48:16
