모델명,제조사,유종,배기량,변속형식,복합연비,등급,CO2배출량
캐딜락 Escalade,GM,휘발유,6162 ,자동10,6.8,5등급,260
캐딜락 Escalade,GM,휘발유,6162 ,자동10,6.8,5등급,260
캐딜락 XT5,GM,휘발유,3649 ,자동8,8.7,5등급,203
Continental GT V8,벤틀리,휘발유,3993 ,자동8,7.3,5등급,243
S450 L,벤츠,휘발유,2996 ,자동9,8.6,5등급,205
Mercedes-Maybach S560 4Matic,벤츠,휘발유,3982 ,자동9,8.1,5등급,219
BMW 640i xDrive,BMW,휘발유,2998 ,자동8,9.2,5등급,190
그랜드 스타렉스 2.4LPI 어린이버스 (15인승),현대,LPG,2359 ,자동4,5.9,5등급,225
카이엔 S,포르쉐,휘발유,3604 ,자동8,7.4,5등급,239
그랜드 스타렉스 2.4LPI 어린이보호차 (12인승),현대,LPG,2359 ,자동4,5.9,5등급,225
카이엔 GTS,포르쉐,휘발유,3604 ,자동8,7.1,5등급,247
911 카레라 GTS 카브리올레,포르쉐,휘발유,2981 ,자동7,9.2,5등급,188
파나메라 GTS (5인승),포르쉐,휘발유,3996 ,자동8,7.1,5등급,244
G70 3.3T-GDI AWD (19인치 타이어) (15),현대,휘발유,3342 ,자동8,8.6,5등급,197
G70 3.3T-GDI 2WD (19인치 타이어) (15),현대,휘발유,3342 ,자동8,9,5등급,188
"SM5 LPLi (17"" Tire)",르노삼성,LPG,1998 ,무단변속,8.7,5등급,151
Huracan LP610-4,람보르기니,휘발유,5204 ,자동7,5.5,5등급,310
레인지로버 벨라 P380,랜드로버,휘발유,2995 ,자동8,7.8,5등급,218
Huracan LP580-2 Spyder,람보르기니,휘발유,5204 ,자동7,5.4,5등급,316
마세라티 그란투리스모 Sport,마제라티,휘발유,4691 ,자동6,6.2,5등급,275
Huracan LP580-2,람보르기니,휘발유,5204 ,자동7,5.4,5등급,318
페라리 GTC4Lusso T,페라리,휘발유,3855 ,자동7,7,5등급,251
마세라티 그란카브리오 Sport,마제라티,휘발유,4691 ,자동6,6.1,5등급,278
Huracan LP610-4 Spyder,람보르기니,휘발유,5204 ,자동7,5.3,5등급,320
재규어 F-TYPE 400 Sport (AWD Conv),재규어,휘발유,2995 ,자동8,8.4,5등급,201
재규어 F-TYPE 400 Sport (RWD Coupe),재규어,휘발유,2995 ,자동8,8.9,5등급,190
BMW M5,BMW,휘발유,4395 ,자동7,7.6,5등급,230
Mercedes-AMG E63 S 4Matic +,벤츠,휘발유,3982 ,자동9,7.6,5등급,235
Mercedes-AMG S63 4Matic Coupe,벤츠,휘발유,3982 ,자동9,7.1,5등급,251
BMW 750Li xDrive,BMW,휘발유,4395 ,자동8,8.3,5등급,216
911 카레라 4 GTS 카브리올레,포르쉐,휘발유,2981 ,자동7,8.8,5등급,195
파나메라 4S,포르쉐,휘발유,2894 ,자동8,8.8,5등급,195
718 박스터 GTS,포르쉐,휘발유,2497 ,자동7,8.9,5등급,193
파나메라 터보,포르쉐,휘발유,3996 ,자동8,7.6,5등급,232
재규어 F-TYPE 400 Sport (RWD Conv),재규어,휘발유,2995 ,자동8,8.9,5등급,190
페라리 488 GTB,페라리,휘발유,3902 ,자동7,7.5,5등급,233
Mercedes-AMG S63 4Matic L,벤츠,휘발유,5461 ,자동7,6.7,5등급,266
페라리 488 Spider,페라리,휘발유,3902 ,자동7,7.5,5등급,233
Mercedes-AMG S63 4Matic L,벤츠,휘발유,5461 ,자동7,6.7,5등급,266
370Z,닛산,휘발유,3696 ,자동7,8.8,5등급,198
쏘렌토(PE) 2.0T-GDI 4WD 7인 (15),기아,휘발유,1998 ,자동8,8.7,5등급,194
쏘렌토(PE) 2.0T-GDI 4WD 5인 (15),기아,휘발유,1998 ,자동8,8.7,5등급,194
재규어 F-TYPE 400 Sport (AWD Coupe),재규어,휘발유,2995 ,자동8,8.4,5등급,201
E400 4Matic Coupe,벤츠,휘발유,2996 ,자동9,9.3,5등급,189
Mercedes-AMG GLC43 4Matic Coupe,벤츠,휘발유,2996 ,자동9,8.1,5등급,219
INFINITI QX60,닛산,휘발유,3498 ,무단변속,8.6,5등급,200
짚 랭글러 2.8 사하라,크라이슬러,경유,2776 ,자동5,8.2,5등급,240
짚 랭글러 2.8 루비콘,크라이슬러,경유,2776 ,자동5,8.3,5등급,236
짚 랭글러 2.8 루비콘,크라이슬러,경유,2776 ,자동5,8.2,5등급,240
INFINITI Q70 3.7 AWD,닛산,휘발유,3696 ,자동7,8.2,5등급,211
짚 랭글러 3.6 루비콘,크라이슬러,휘발유,3604 ,자동5,6.5,5등급,268
짚 랭글러 3.6 스포츠,크라이슬러,휘발유,3604 ,자동5,6.9,5등급,253
짚 체로키 2.4,크라이슬러,휘발유,2360 ,자동9,9.2,5등급,187
짚 랭글러 3.6 루비콘,크라이슬러,휘발유,3604 ,자동5,6.6,5등급,263
짚 랭글러 3.6 사하라,크라이슬러,휘발유,3604 ,자동5,6.6,5등급,265
재규어 F-Type (3.0SC COUPE S AWD),재규어,휘발유,2995 ,자동8,8.5,5등급,200
재규어 F-TYPE (3.0SC CONV S),재규어,휘발유,2995 ,자동8,8.6,5등급,198
레인지로버 5.0SC,랜드로버,휘발유,5000 ,자동8,6.4,5등급,271
재규어 E-PACE P250,재규어,휘발유,1997 ,자동9,9,5등급,189
재규어 E-PACE P300,재규어,휘발유,1997 ,자동9,9.1,5등급,186
재규어 F-TYPE (3.0SC COUPE S),재규어,휘발유,2995 ,자동8,8.6,5등급,198
재규어 F-Type (5.0SC SVR COUPE),재규어,휘발유,5000 ,자동8,7.5,5등급,230
재규어 F-Type (3.0SC CONV S AWD),재규어,휘발유,2995 ,자동8,8.5,5등급,200
레인지로버 이보크 2.0GTDi,랜드로버,휘발유,1999 ,자동9,7.8,5등급,219
레인지로버 스포츠,랜드로버,휘발유,2995 ,자동8,7.4,5등급,231
레인지로버 5.0SC,랜드로버,휘발유,5000 ,자동8,6.4,5등급,271
레인지로버 4.4D,랜드로버,경유,4367 ,자동8,8,5등급,248
레인지로버 4.4D,랜드로버,경유,4367 ,자동8,8,5등급,248
재규어 F-PACE 30t,재규어,휘발유,1997 ,자동8,9.1,5등급,184
레인지로버 5.0SC,랜드로버,휘발유,5000 ,자동8,6.4,5등급,271
레인지로버 5.0SC,랜드로버,휘발유,5000 ,자동8,6.4,5등급,271
레인지로버 4.4D,랜드로버,경유,4367 ,자동8,8,5등급,248
레인지로버 벨라 P300,랜드로버,휘발유,1997 ,자동8,8.5,5등급,199
레인지로버 4.4D,랜드로버,경유,4367 ,자동8,8,5등급,248
올란도 2.0 LPG 7인승,한국지엠,LPG,1998 ,자동6,7.2,5등급,184
그랜드 스타렉스 2.5디젤 리무진 2WD (15),현대,경유,2497 ,자동5,8.3,5등급,237
그랜드 스타렉스 2.5디젤 리무진 4WD (15),현대,경유,2497 ,자동5,7.8,5등급,252
그랜드 스타렉스 2.5디젤 어린이보호차 4WD (15),현대,경유,2497 ,자동5,8.1,5등급,245
그랜드 스타렉스 2.5디젤 4WD 12인 (15),현대,경유,2497 ,자동5,8.7,5등급,227
그랜드 스타렉스 2.4LPI 12인 (15),현대,LPG,2359 ,자동4,6.1,5등급,218
그랜드 스타렉스 2.5디젤 3밴 (15),현대,경유,2497 ,자동5,9.3,5등급,211
INFINITI Q70 3.7,닛산,휘발유,3696 ,자동7,8.7,5등급,198
그랜드 스타렉스 2.4LPI 3밴 (15),현대,LPG,2359 ,자동4,6.2,5등급,214
그랜드 스타렉스 2.5디젤 하이루프 2WD (15),현대,경유,2497 ,자동5,8.3,5등급,237
그랜드 스타렉스 2.5디젤 어린이버스 4WD (15),현대,경유,2497 ,자동5,8.1,5등급,245
그랜드 스타렉스 2.5디젤 4WD 11인 (15),현대,경유,2497 ,자동5,8.7,5등급,227
올란도 2.0 LPG 5인승,한국지엠,LPG,1998 ,자동6,7.2,5등급,184
그랜드 스타렉스 2.5디젤 5밴 (15),현대,경유,2497 ,자동5,9.3,5등급,211
그랜드 스타렉스 2.4LPI 5밴 (15),현대,LPG,2359 ,자동4,6.2,5등급,214
카니발 3.3GDI 하이리무진 7인 (15),기아,휘발유,3342 ,자동6,7.6,5등급,223
카니발 3.3GDI 하이리무진 9인 (15),기아,휘발유,3342 ,자동6,7.1,5등급,238
BMW 750Li xDrive,BMW,휘발유,4395 ,자동8,8.3,5등급,216
쏘나타 2.0LPI AT (15),현대,LPG,1999 ,자동6,9.1,5등급,143
렉서스 LS600hL,토요타,휘발유,4969 ,무단변속,8.6,5등급,197
BMW M6 Coupe,BMW,휘발유,4395 ,자동7,7.8,5등급,226
BMW M4 Convertible,BMW,휘발유,2979 ,자동7,8.7,5등급,199
스팅어 3.3T-GDI AWD_19인치 타이어 (15),기아,휘발유,3342 ,자동8,8.4,5등급,202
스팅어 3.3T-GDI 2WD_19인치 타이어 (15),기아,휘발유,3342 ,자동8,8.8,5등급,192
BMW M3 Competition Package,BMW,휘발유,2979 ,자동7,9.3,5등급,184
"G80 3.3GDI 2WD (19""타이어) (15)",현대,휘발유,3342 ,자동8,8.9,5등급,190
"SM5 LPLi (16"" Tire)",르노삼성,LPG,1998 ,무단변속,8.8,5등급,149
"맥스크루즈 3.3GDI 2WD 6인(19""타이어) (15)",현대,휘발유,3342 ,자동6,8.2,5등급,206
SM7 LPLi,르노삼성,LPG,1998 ,무단변속,8.6,5등급,151
SM7 3.5,르노삼성,휘발유,3498 ,자동6,8.5,5등급,202
"G80 3.3GDI AWD (18""타이어) (15)",현대,휘발유,3342 ,자동8,8.4,5등급,202
"맥스크루즈 3.3GDI 2WD 7인(19""타이어) (15)",현대,휘발유,3342 ,자동6,8.2,5등급,206
SM7 2.5,르노삼성,휘발유,2495 ,자동6,9.1,5등급,189
"맥스크루즈 3.3GDI 4WD 7인(19""타이어) (15)",현대,휘발유,3342 ,자동6,8,5등급,210
"G80 3.8GDI AWD (19""타이어) (15)",현대,휘발유,3778 ,자동8,8.2,5등급,210
"G80 3.8GDI 2WD (19""타이어) (15)",현대,휘발유,3778 ,자동8,8.7,5등급,196
"G80 3.3GDI AWD (19""타이어) (15)",현대,휘발유,3342 ,자동8,8.3,5등급,205
"맥스크루즈 3.3GDI 4WD 6인(19""타이어) (15)",현대,휘발유,3342 ,자동6,8,5등급,210
"G80 3.3GDI 2WD (18""타이어) (15)",현대,휘발유,3342 ,자동8,9.1,5등급,186
"K9 3.3GDI (18"" 타이어) (15)",기아,휘발유,3342 ,자동8,8.7,5등급,195
Mercedes-Maybach S650,벤츠,휘발유,5980 ,자동7,6.3,5등급,286
"K9 3.3GDI (19"" 타이어) (15)",기아,휘발유,3342 ,자동8,8.6,5등급,197
"K9 3.8GDI (19"" 타이어) (15)",기아,휘발유,3778 ,자동8,8.4,5등급,202
"K9 5.0GDI (19"" 타이어) (15)",기아,휘발유,5038 ,자동8,7.2,5등급,238
볼보 XC90T6 AWD,볼보,휘발유,1969 ,자동8,8.8,5등급,200
EQ900 3.8GDI AWD 5인 (15),현대,휘발유,3778 ,자동8,7.9,5등급,218
"카니발 3.3GDI 7인(19""타이어) (15)",기아,휘발유,3342 ,자동6,7.9,5등급,215
"카니발 3.3GDI 9인(19""타이어) (15)",기아,휘발유,3342 ,자동6,7.9,5등급,215
GLS500 4Matic,벤츠,휘발유,4663 ,자동9,6.7,5등급,266
300C AWD,크라이슬러,휘발유,3604 ,자동8,8.5,5등급,203
INFINITI QX60 AWD,닛산,휘발유,3498 ,무단변속,8.3,5등급,211
PATHFINDER,닛산,휘발유,3498 ,무단변속,8.3,5등급,208
쏘렌토 2.0T-GDI 4WD 5인 (15),기아,휘발유,1998 ,자동6,8.2,5등급,207
싼타페 2.0T-GDI 4WD 5인 (15),현대,휘발유,1998 ,자동6,8.3,5등급,203
싼타페 2.0T-GDI 2WD 5인 (15),현대,휘발유,1998 ,자동6,9.3,5등급,183
싼타페 2.0T-GDI 4WD 7인 (15),현대,휘발유,1998 ,자동6,8.3,5등급,203
쏘렌토 2.0T-GDI 4WD 7인 (15),기아,휘발유,1998 ,자동6,8.2,5등급,207
쏘렌토 2.0T-GDI 2WD 7인 (15),기아,휘발유,1998 ,자동6,9.2,5등급,185
싼타페 2.0T-GDI 2WD 7인 (15),현대,휘발유,1998 ,자동6,9.3,5등급,183
쏘렌토 2.0T-GDI 2WD 5인 (15),기아,휘발유,1998 ,자동6,9.2,5등급,185
BMW Gran Turismo 35i xDrive,BMW,휘발유,2979 ,자동8,8.6,5등급,204
볼보 S60 Polestar,볼보,휘발유,1969 ,자동8,9.1,5등급,191
볼보 V60 Polestar,볼보,휘발유,1969 ,자동8,9.1,5등급,191
S500 L,벤츠,휘발유,4663 ,자동9,7.8,5등급,228
S500 4Matic L,벤츠,휘발유,4663 ,자동9,7.6,5등급,232
Rolls-Royce Wraith Coupe Black Badge,롤스로이스,휘발유,6592 ,자동8,6,5등급,298
짚 컴패스,크라이슬러,휘발유,2359 ,자동6,8.7,5등급,199
Rolls-Royce Ghost SWB,롤스로이스,휘발유,6592 ,자동8,5.8,5등급,311
BMW M6 Gran Coupe,BMW,휘발유,4395 ,자동7,7.8,5등급,226
Rolls-Royce Ghost SWB Black Badge,롤스로이스,휘발유,6592 ,자동8,5.7,5등급,317
300C,크라이슬러,휘발유,3604 ,자동8,9,5등급,193
캐딜락 ESCALADE,GM,휘발유,6162 ,자동8,6.9,5등급,259
캐딜락 ESCALADE,GM,휘발유,6162 ,자동8,6.9,5등급,259
BMW M4 Convertible,BMW,휘발유,2979 ,자동7,8.7,5등급,199
Mercedes-AMG E43 4Matic,벤츠,휘발유,2996 ,자동9,8.9,5등급,197
G350 d,벤츠,경유,2987 ,자동7,7.7,5등급,258
Mercedes-AMG C63 S,벤츠,휘발유,3982 ,자동7,8.4,5등급,210
S500 L,벤츠,휘발유,4663 ,자동9,7.8,5등급,228
S500 4Matic L,벤츠,휘발유,4663 ,자동9,7.6,5등급,232
Mercedes-AMG C63 Cabriolet,벤츠,휘발유,3982 ,자동7,8,5등급,221
CHEVROLET CAMARO,GM,휘발유,6162 ,자동8,7.8,5등급,226
Mercedes-AMG GLE63 S 4Matic Coupe,벤츠,휘발유,5461 ,자동7,6.2,5등급,289
E400 4Matic,벤츠,휘발유,2996 ,자동9,9,5등급,195
Mercedes-AMG C43 4Matic,벤츠,휘발유,2996 ,자동9,9.1,5등급,194
S450 4Matic Coupe,벤츠,휘발유,2996 ,자동9,8.6,5등급,205
Mercedes-AMG GLC43 4Matic,벤츠,휘발유,2996 ,자동9,8.1,5등급,217
"그랜저 3.0LPI (17""타이어) (15)",현대,LPG,2999 ,자동6,7.6,5등급,174
"그랜저 3.0LPI (18""타이어) (15)",현대,LPG,2999 ,자동6,7.4,5등급,180
Rolls-Royce Dawn,롤스로이스,휘발유,6592 ,자동8,5.7,5등급,313
Rolls-Royce Wraith Coupe,롤스로이스,휘발유,6592 ,자동8,6,5등급,301
BMW M760Li xDrive,BMW,휘발유,6592 ,자동8,6.6,5등급,274
BMW M3,BMW,휘발유,2979 ,자동7,9.2,5등급,187
Rolls-Royce Ghost EWB,롤스로이스,휘발유,6592 ,자동8,5.8,5등급,311
BMW M4 Coupe,BMW,휘발유,2979 ,자동7,9.2,5등급,187
페라리 GTC4Lusso,페라리,휘발유,6262 ,자동7,5.2,5등급,346
Lincoln Town-Continental 3.0 AWD,포드,휘발유,2956 ,자동6,7.5,5등급,231
포터 2.5디젤 4WD 덤프(유로6) (15),현대,경유,2497 ,수동6,8.5,5등급,231
포터 2.5디젤 2WD 덤프(유로6) (15),현대,경유,2497 ,수동6,9,5등급,216
마세라티 르반떼 S,마제라티,휘발유,2979 ,자동8,6.4,5등급,264
봉고 덤프 4WD 슈퍼캡(유로6) (15),기아,경유,2497 ,수동6,8.5,5등급,230
마세라티 르반떼,마제라티,휘발유,2979 ,자동8,6.4,5등급,263
봉고 덤프 2WD 슈퍼캡(유로6) (15),기아,경유,2497 ,수동6,9,5등급,216
봉고 덤프 4WD 표준캡(유로6) (15),기아,경유,2497 ,수동6,8.5,5등급,230
Bentayga,벤틀리,휘발유,5950 ,자동8,6.1,5등급,291
Bentayga,벤틀리,휘발유,5950 ,자동8,6.1,5등급,291
토요타 SIENNA(4WD),토요타,휘발유,3456 ,자동8,8.2,5등급,208
토요타 SIENNA(2WD),토요타,휘발유,3456 ,자동8,8.6,5등급,199
"G80 3.3T-GDI AWD (19""타이어)",현대,휘발유,3342 ,자동8,8,5등급,213
"G80 3.3T-GDI 2WD (19""타이어)",현대,휘발유,3342 ,자동8,8.5,5등급,200
레인지로버 5.0SC SVA Dynamic,랜드로버,휘발유,5000 ,자동8,6.4,5등급,275
Mercedes-AMG C63 S Coupe,벤츠,휘발유,3982 ,자동7,7.5,5등급,239
Mercedes-AMG C63 Coupe,벤츠,휘발유,3982 ,자동7,7.9,5등급,225
Mercedes-AMG C63,벤츠,휘발유,3982 ,자동7,8.3,5등급,212
BMW M4 Coupe Competition Package,BMW,휘발유,2979 ,자동7,9.3,5등급,184
BMW M4 Convertible Competition Package,BMW,휘발유,2979 ,자동7,8.9,5등급,196
BMW M4 Coupe,BMW,휘발유,2979 ,자동7,9.2,5등급,187
Mercedes-AMG CLS63 4Matic,벤츠,휘발유,5461 ,자동7,7.1,5등급,251
Mercedes-AMG CLS63 S 4Matic,벤츠,휘발유,5461 ,자동7,7,5등급,254
Mercedes-AMG S63 4Matic Coupe,벤츠,휘발유,5461 ,자동7,6.9,5등급,259
포터 2.5디젤 장축 표준캡(유로6) (15),현대,경유,2497 ,자동5,8.9,5등급,220
봉고 1t 4WD 슈퍼캡(유로6) (15),기아,경유,2497 ,수동6,8.8,5등급,222
포터 2.5디젤 초장축 표준캡(유로6) (15),현대,경유,2497 ,자동5,8.9,5등급,220
포터 2.5디젤 장축 더블캡(유로6) (15),현대,경유,2497 ,자동5,8.6,5등급,227
포터 2.5디젤 4WD 표준캡(유로6) (15),현대,경유,2497 ,수동6,8.8,5등급,222
봉고 1t 장축 표준캡(유로6) (15),기아,경유,2497 ,자동5,8.9,5등급,220
봉고 1t 장축 슈퍼캡(유로6) (15),기아,경유,2497 ,자동5,8.9,5등급,220
봉고 1t 초장축 표준캡(유로6) (15),기아,경유,2497 ,자동5,8.9,5등급,220
봉고 1t 장축 더블캡(유로6) (15),기아,경유,2497 ,자동5,8.6,5등급,227
봉고 1t 4WD 표준캡(유로6) (15),기아,경유,2497 ,수동6,8.8,5등급,222
포터 2.5디젤 장축 슈퍼캡(유로6) (15),현대,경유,2497 ,자동5,8.9,5등급,220
포터 2.5디젤 초장축 슈퍼캡(유로6) (15),현대,경유,2497 ,자동5,8.9,5등급,220
봉고 1t 초장축 더블캡(유로6) (15),기아,경유,2497 ,자동5,8.6,5등급,227
봉고 1t 초장축 슈퍼캡(유로6) (15),기아,경유,2497 ,자동5,8.9,5등급,220
포터 2.5디젤 4WD 더블캡(유로6) (15),현대,경유,2497 ,수동6,8.8,5등급,223
포터 2.5디젤 4WD 슈퍼캡(유로6) (15),현대,경유,2497 ,수동6,8.8,5등급,222
포터 2.5디젤 초장축 더블캡(유로6) (15),현대,경유,2497 ,자동5,8.6,5등급,227
봉고 1t 초장축 킹캡 2.4LPI (15),기아,LPG,2359 ,수동5,6.5,5등급,202
봉고 1t 4WD 더블캡(유로6) (15),기아,경유,2497 ,수동6,8.8,5등급,223
마세라티 콰트로포르테 S Q4,마제라티,휘발유,2979 ,자동8,7.4,5등급,228
마세라티 콰트로포르테 350,마제라티,휘발유,2979 ,자동8,7.4,5등급,227
마세라티 콰트로포르테 GTS,마제라티,휘발유,3799 ,자동8,6.6,5등급,255
마세라티 기블리 S Q4,마제라티,휘발유,2979 ,자동8,7.4,5등급,227
마세라티 기블리,마제라티,휘발유,2979 ,자동8,7.9,5등급,212
Mercedes-AMG SL63,벤츠,휘발유,5461 ,자동7,7.6,5등급,235
카마로,GM,휘발유,6162 ,자동8,7.8,5등급,227
Flying Spur V8 S,벤틀리,휘발유,3993 ,자동8,6.7,5등급,264
Lincoln MKC 2.0 AWD,포드,휘발유,1999 ,자동6,8.5,5등급,204
재규어 F-Type (3.0SC CONV),재규어,휘발유,2995 ,자동8,9.2,5등급,183
재규어 F-Type (3.0SC COUPE),재규어,휘발유,2995 ,자동8,9.2,5등급,183
Bentayga,벤틀리,휘발유,5950 ,자동8,6.1,5등급,291
Mulsanne Speed,벤틀리,휘발유,6752 ,자동8,5.6,5등급,313
"G80 3.8GDI 2WD (19""타이어)",현대,휘발유,3778 ,자동8,9.2,5등급,194
"카렌스 2.0LPI 5인 16""타이어(17MY) (15)",기아,LPG,1999 ,자동6,8.4,5등급,156
"카렌스 2.0LPI 16""타이어(17MY) (15)",기아,LPG,1999 ,자동6,8.4,5등급,156
"G80 3.3GDI AWD (18""타이어)",현대,휘발유,3342 ,자동8,8.9,5등급,199
"G80 3.3GDI AWD (19""타이어)",현대,휘발유,3342 ,자동8,8.8,5등급,202
"G80 3.8GDI AWD (19""타이어)",현대,휘발유,3778 ,자동8,8.6,5등급,208
"카렌스 2.0LPI 18""타이어(17MY) (15)",기아,LPG,1999 ,자동6,8,5등급,164
재규어 F-Type (5.0SC SVR CONV),재규어,휘발유,5000 ,자동8,7.5,5등급,230
재규어 F-PACE 35t,재규어,휘발유,2995 ,자동8,8.5,5등급,200
레인지로버 스포츠 5.0SC SVR,랜드로버,휘발유,5000 ,자동8,6.1,5등급,285
캐딜락 XT5,GM,휘발유,3649 ,자동8,8.9,5등급,198
SL400,벤츠,휘발유,2996 ,자동9,9.3,5등급,189
718 박스터 S,포르쉐,휘발유,2497 ,자동7,9,5등급,189
렉서스 GS F,토요타,휘발유,4969 ,자동8,7.6,5등급,233
렉서스 GS350,토요타,휘발유,3456 ,자동8,8.9,5등급,193
캐딜락 CT6,GM,휘발유,3649 ,자동8,8.2,5등급,215
캐딜락 CTS-V,GM,휘발유,6162 ,자동8,6.7,5등급,266
Mulsanne,벤틀리,휘발유,6752 ,자동8,5.6,5등급,313
911 터보 S 카브리올레,포르쉐,휘발유,3800 ,자동7,7.9,5등급,219
911 터보 S,포르쉐,휘발유,3800 ,자동7,7.9,5등급,219
Rolls Royce Dawn,롤스로이스,휘발유,6592 ,자동8,5.9,5등급,303
재규어 XJ 2.0P,재규어,휘발유,1999 ,자동8,9.2,5등급,184
짚그랜드체로키,크라이슬러,휘발유,3604 ,자동8,7.8,5등급,224
재규어 XF 35t,재규어,휘발유,2995 ,자동8,9.3,5등급,183
재규어 XJ 3.0SC,재규어,휘발유,2995 ,자동8,8.7,5등급,194
재규어 XJ 3.0SC,재규어,휘발유,2995 ,자동8,8.1,5등급,210
마칸 GTS,포르쉐,휘발유,2997 ,자동7,7.1,5등급,248
볼보 XC90T6 AWD,볼보,휘발유,1969 ,자동8,8.8,5등급,200
카니발 3.3GDI 하이리무진 9인(YP),기아,휘발유,3342 ,자동6,7.6,5등급,235
Flying Spur V8,벤틀리,휘발유,3993 ,자동8,6.7,5등급,264
렉서스 RX350,토요타,휘발유,3456 ,자동8,8.9,5등급,193
"SM6 2.0 LPLi(18"" Tire)",르노삼성,LPG,1998 ,무단변속,9,5등급,146
"SM6 2.0 LPLi(17"" Tire)",르노삼성,LPG,1998 ,무단변속,9.3,5등급,141
"EQ900 5.0GDI AWD 리무진 4인(19""타이어) (15)",현대,휘발유,5038 ,자동8,7.2,5등급,239
"EQ900 5.0GDI AWD 리무진 5인(19""타이어) (15)",현대,휘발유,5038 ,자동8,7.2,5등급,239
911 타르가 4,포르쉐,휘발유,2981 ,자동7,9.3,5등급,186
911 카레라 S 카브리올레,포르쉐,휘발유,2981 ,자동7,9.3,5등급,182
911 타르가 4S,포르쉐,휘발유,2981 ,자동7,9.1,5등급,190
911 카레라 4,포르쉐,휘발유,2981 ,자동7,9.3,5등급,186
911 카레라 4S 카브리올레,포르쉐,휘발유,2981 ,자동7,9.1,5등급,190
911 카레라 4 카브리올레,포르쉐,휘발유,2981 ,자동7,9.3,5등급,186
911 카레라 S,포르쉐,휘발유,2981 ,자동7,9.3,5등급,182
911 카레라 4S,포르쉐,휘발유,2981 ,자동7,9.1,5등급,190
재규어 F-Type (5.0SC Convertibvle Project 7),재규어,휘발유,5000 ,자동8,7.4,5등급,239
레인지로버 5.0SC SVA,랜드로버,휘발유,5000 ,자동8,6.4,5등급,275
캐딜락 ATS-V,GM,휘발유,3564 ,자동8,8.1,5등급,221
K7(YG) 3.0LPI (17인치타이어)(15),기아,LPG,2999 ,자동6,7.4,5등급,180
K7(YG) 3.0LPI (18인치타이어)(15),기아,LPG,2999 ,자동6,7.1,5등급,186
Mercedes-Maybach S600,벤츠,휘발유,5980 ,자동7,6.4,5등급,277
Mercedes-AMG S65 Coupe,벤츠,휘발유,5980 ,자동7,6.4,5등급,278
Mercedes-Maybach S600,벤츠,휘발유,5980 ,자동7,6.4,5등급,277
Mercedes-AMG GLE63 4Matic,벤츠,휘발유,5461 ,자동7,5.8,5등급,306
S400 4Matic Coupe,벤츠,휘발유,2996 ,자동7,8.4,5등급,211
Mercedes-Maybach S500 4Matic,벤츠,휘발유,4663 ,자동9,7.1,5등급,248
Mercedes-Maybach S500 4Matic,벤츠,휘발유,4663 ,자동9,7.1,5등급,248
Mercedes-AMG G63,벤츠,휘발유,5461 ,자동7,5.2,5등급,342
CK MINI TRUCK,DFSK,휘발유,1342 ,수동5,9.1,5등급,186
R8 Coupe V10 Plus,아우디,휘발유,5204 ,자동7,6.5,5등급,270
"EQ900 3.8GDI 2WD 5인 (18""타이어) (15)",현대,휘발유,3778 ,자동8,8.7,5등급,198
"EQ900 3.3T-GDI AWD 5인 (18""타이어) (15)",현대,휘발유,3342 ,자동8,7.8,5등급,222
"EQ900 3.3T-GDI AWD 5인 (19""타이어) (15)",현대,휘발유,3342 ,자동8,7.8,5등급,222
"EQ900 3.3T-GDI 2WD 5인 (18""타이어) (15)",현대,휘발유,3342 ,자동8,8.5,5등급,203
"EQ900 5.0GDI 2WD 4인 (19""타이어) (15)",현대,휘발유,5038 ,자동8,7.8,5등급,222
"EQ900 5.0GDI 2WD 5인 (19""타이어) (15)",현대,휘발유,5038 ,자동8,7.8,5등급,222
"EQ900 3.8GDI AWD 4인 (19""타이어) (15)",현대,휘발유,3778 ,자동8,7.9,5등급,218
"EQ900 3.3T-GDI AWD 4인 (19""타이어) (15)",현대,휘발유,3342 ,자동8,7.8,5등급,222
"EQ900 3.3T-GDI 2WD 5인 (19""타이어) (15)",현대,휘발유,3342 ,자동8,8.2,5등급,211
"EQ900 3.8GDI 2WD 4인 (19""타이어) (15)",현대,휘발유,3778 ,자동8,8.5,5등급,203
"EQ900 5.0GDI AWD 4인 (19""타이어) (15)",현대,휘발유,5038 ,자동8,7.3,5등급,239
"EQ900 5.0GDI AWD 5인 (19""타이어) (15)",현대,휘발유,5038 ,자동8,7.3,5등급,239
"EQ900 3.3T-GDI 2WD 4인 (19""타이어) (15)",현대,휘발유,3342 ,자동8,8.2,5등급,211
"EQ900 3.8GDI 2WD 5인 (19""타이어) (15)",현대,휘발유,3778 ,자동8,8.5,5등급,203
렉서스 RC350,토요타,휘발유,3456 ,자동8,9,5등급,194
PILOT,혼다,휘발유,3471 ,자동6,8.9,5등급,198
익스플로러,포드,휘발유,3496 ,자동6,7.6,5등급,227
K5(JF) 2.0LPI 6AT(15),기아,LPG,1999 ,자동6,9.2,5등급,142
레인지로버 스포츠 SVR,랜드로버,휘발유,5000 ,자동8,6.7,5등급,270
렉서스 LS460 AWD,토요타,휘발유,4608 ,자동8,6.9,5등급,257
툰랜드(TUNLAND),포톤,경유,2776 ,수동5,9,5등급,217
BMW 750Li xDrive,BMW,휘발유,4395 ,자동8,8.4,5등급,209
BMW 750Li xDrive,BMW,휘발유,4395 ,자동8,8.4,5등급,209
