모델명,제조사,유종,배기량,변속형식,복합연비,등급,CO2배출량
BMW 435d xDrive Gran Coupe,BMW,경유,2993 ,자동8,12,3등급,165
BMW 320d Gran Turismo xDrive,BMW,경유,1995 ,자동8,13.5,3등급,141
디스커버리 스포츠 2.0D,랜드로버,경유,1999 ,자동9,11.8,3등급,163
BMW 420d xDrive Gran Coupe,BMW,경유,1995 ,자동8,12.4,3등급,146
"싼타페 2.0디젤 2WD ISG 5인 (19""타이어) (15)",현대,경유,1995 ,자동6,12.7,3등급,151
싼타페 2.0디젤 4WD ISG 5인 (15),현대,경유,1995 ,자동6,11.9,3등급,161
"싼타페 2.2디젤 2WD ISG 5인(19""타이어) (15)",현대,경유,2199 ,자동6,12.4,3등급,155
싼타페 2.0디젤 2WD ISG 5인 (15),현대,경유,1995 ,자동6,13.3,3등급,143
"싼타페 2.0디젤 2WD ISG 7인 (19""타이어) (15)",현대,경유,1995 ,자동6,12.7,3등급,151
싼타페 2.0디젤 2WD ISG 7인 (15),현대,경유,1995 ,자동6,13.3,3등급,143
"싼타페 2.2디젤 2WD ISG 7인(19""타이어) (15)",현대,경유,2199 ,자동6,12,3등급,160
싼타페 2.0디젤 4WD ISG 7인 (15),현대,경유,1995 ,자동6,11.9,3등급,161
볼보 V90CCD5 AWD,볼보,경유,1969 ,자동8,13.3,3등급,143
MINI Cooper S five-door,MINI,휘발유,1998 ,자동6,12.4,3등급,138
BMW 420d xDrive Coupe,BMW,경유,1995 ,자동8,13.3,3등급,148
MINI Cooper SD Countryman ALL4,BMW,경유,1995 ,자동8,13.1,3등급,151
MINI John Cooper Works,MINI,휘발유,1998 ,자동6,11.9,3등급,146
BMW Gran Turismo EfficientDynamics Edition,BMW,경유,1995 ,자동8,12,3등급,161
MINI Cooper D Countryman ALL4,BMW,경유,1995 ,자동8,13.2,3등급,151
BMW 530d,BMW,경유,2993 ,자동8,13.5,3등급,147
크루즈 1.4 터보,한국지엠,휘발유,1399 ,자동6,12.8,3등급,132
크루즈 1.4 터보,한국지엠,휘발유,1399 ,자동6,13.5,3등급,124
코란도C 2.2 디젤 6AT AWD,쌍용,경유,2157 ,자동6,11.8,3등급,163
코란도C 2.2 디젤 6AT 2WD,쌍용,경유,2157 ,자동6,12.6,3등급,153
짚 체로키 2.2,크라이슬러,경유,2184 ,자동9,12.3,3등급,157
E350 d,벤츠,경유,2987 ,자동9,13.1,3등급,146
GLC250 d 4Matic,벤츠,경유,2143 ,자동9,12.7,3등급,151
볼보 S90D5 AWD,볼보,경유,1969 ,자동8,13.2,3등급,145
맥스크루즈 2.2디젤 2WD 7인(8AT) (15),현대,경유,2199 ,자동8,12.5,3등급,154
맥스크루즈 2.2디젤 2WD 6인(8AT) (15),현대,경유,2199 ,자동8,12.5,3등급,154
BMW 730Ld xDrive,BMW,경유,2993 ,자동8,11.9,3등급,163
BMW 730d xDrive,BMW,경유,2993 ,자동8,11.9,3등급,163
MINI Cooper SD five-door,MINI,경유,1995 ,자동6,12.6,3등급,152
MINI Cooper S,MINI,휘발유,1998 ,자동6,12.6,3등급,134
짚 체로키 2.2,크라이슬러,경유,2184 ,자동9,12.2,3등급,158
i30(PD) 1.6T-GDI_7DCT (15),현대,휘발유,1591 ,자동7,11.6,3등급,144
i30(PD) 1.4T-GDI_7DCT (15),현대,휘발유,1353 ,자동7,13,3등급,127
레인지로버 이보크 2.0D,랜드로버,경유,1999 ,자동9,11.9,3등급,162
레인지로버 이보크 2.0D,랜드로버,경유,1999 ,자동9,12.4,3등급,156
말리부 1.5 TURBO,한국지엠,휘발유,1490 ,자동6,13,3등급,131
K5 2.0CVVL(16/17인치 타이어)_17MY (15),기아,휘발유,1999 ,자동6,12.1,3등급,137
K5 2.0CVVL(18인치 타이어)_17MY (15),기아,휘발유,1999 ,자동6,11.6,3등급,144
재규어 F-PACE 20d,재규어,경유,1999 ,자동8,12.8,3등급,150
볼보 XC90D5 AWD,볼보,경유,1969 ,자동8,11.9,3등급,161
말리부 1.5 TURBO,한국지엠,휘발유,1490 ,자동6,12.5,3등급,136
재규어 XF 20d,재규어,경유,1999 ,자동8,13.2,3등급,145
S350 d 4Matic,벤츠,경유,2987 ,자동9,11.6,3등급,166
S350 d L,벤츠,경유,2987 ,자동9,11.6,3등급,167
S350 d 4Matic L,벤츠,경유,2987 ,자동9,11.6,3등급,168
"쏘울 1.6GDI 16""타이어 (17MY)",기아,휘발유,1591 ,자동6,11.9,3등급,146
HR-V 2WD,혼다,휘발유,1799 ,무단변속,13.1,3등급,130
BMW 740Ld xDrive,BMW,경유,2993 ,자동8,12.1,3등급,160
BMW 740d xDrive,BMW,경유,2993 ,자동8,12.1,3등급,160
아반떼 1.6T-GDI (15),현대,휘발유,1591 ,수동6,11.6,3등급,142
아반떼 1.6T-GDI_7DCT (15),현대,휘발유,1591 ,자동7,12,3등급,138
MINI Cooper S Convertible,MINI,휘발유,1998 ,자동6,12.1,3등급,141
MINI Cooper Convertible,MINI,휘발유,1499 ,자동6,12.4,3등급,136
렉서스 RX450h,토요타,휘발유,3456 ,무단변속,12.8,3등급,129
"SM6 2.0(18"" Tire)",르노삼성,휘발유,1997 ,자동7,12,3등급,141
"SM6 1.6(17"" Tire)",르노삼성,휘발유,1618 ,자동7,12.8,3등급,131
재규어 XF 30d,재규어,경유,2993 ,자동8,12.3,3등급,156
"SM6 1.6(18"" Tire)",르노삼성,휘발유,1618 ,자동7,12.3,3등급,137
재규어 XJ 3.0D,재규어,경유,2993 ,자동8,12.1,3등급,159
토요타 RAV4 Hybrid,토요타,휘발유,2494 ,무단변속,13,3등급,127
K7(YG) 2.2디젤 (18인치타이어) (15),기아,경유,2199 ,자동8,13.6,3등급,140
GLC220 d 4Matic,벤츠,경유,2143 ,자동9,12.9,3등급,148
ACCORD 2.4,혼다,휘발유,2356 ,무단변속,12.6,3등급,136
아반떼 2.0가솔린 (15/16인치 타이어) (15),현대,휘발유,1999 ,자동6,12.8,3등급,130
아반떼 2.0가솔린 (17인치 타이어) (15),현대,휘발유,1999 ,자동6,12.4,3등급,135
MINI Cooper,MINI,휘발유,1499 ,자동6,12.5,3등급,135
MINI Cooper Clubman,MINI,휘발유,1499 ,자동6,11.6,3등급,147
MINI Cooper five-door,MINI,휘발유,1499 ,자동6,12.5,3등급,135
티볼리 디젤 AT AWD Long,쌍용,경유,1597 ,자동6,13.3,3등급,144
티볼리 가솔린 MT 2WD Short,쌍용,휘발유,1597 ,수동6,11.8,3등급,142
K5(JF)1.6T-GDI(18인치 타이어)(15),기아,휘발유,1591 ,자동7,12.2,3등급,137
K5(JF)1.6T-GDI(17인치타이어)(15),기아,휘발유,1591 ,자동7,12.6,3등급,132
K5(JF)1.6T-GDI(16인치타이어)(15),기아,휘발유,1591 ,자동7,12.8,3등급,130
K5(JF) 2.0가솔린(15),기아,휘발유,1999 ,자동6,12,3등급,140
"스포티지(QL) 2.0디젤 2WD ISG (18""타이어) (15)",기아,경유,1995 ,자동6,13.7,3등급,138
"스포티지(QL) 2.0디젤 4WD (19""타이어) (15)",기아,경유,1995 ,자동6,12,3등급,160
"스포티지(QL) 2.0디젤 4WD (18""타이어) (15)",기아,경유,1995 ,자동6,12.2,3등급,157
"스포티지(QL) 2.0디젤 4WD (17""타이어) (15)",기아,경유,1995 ,자동6,12.4,3등급,155
"스포티지(QL) 2.0디젤 2WD ISG (19""타이어) (15)",기아,경유,1995 ,자동6,13.3,3등급,143
MINI Cooper S Clubman,MINI,휘발유,1998 ,자동8,11.7,3등급,146
렉서스 NX300h,토요타,휘발유,2494 ,무단변속,12,3등급,140
디스커버리 스포츠 2.0D,랜드로버,경유,1999 ,자동9,12,3등급,159
BMW 730Ld xDrive,BMW,경유,2993 ,자동8,12.2,3등급,157
BMW 730d xDrive,BMW,경유,2993 ,자동8,12.2,3등급,157
짚 레니게이드,크라이슬러,경유,1956 ,자동9,11.6,3등급,167
아반떼(AD) 1.6 GDI (15),현대,휘발유,1591 ,수동6,13.7,3등급,121
아반떼(AD) 1.6GDI (17''타이어) (15),현대,휘발유,1591 ,자동6,13.1,3등급,126
아반떼(AD) 1.6GDI (15''/16''타이어) (15),현대,휘발유,1591 ,자동6,13.7,3등급,121
쏘나타(LF) 1.6T-GDI_7DCT(16인치 타이어),현대,휘발유,1591 ,자동7,13.4,3등급,129
쏘나타(LF) 2.0가솔린(18인치 타이어),현대,휘발유,1999 ,자동6,12,3등급,146
쏘나타(LF) 1.6T-GDI_7DCT(18인치 타이어),현대,휘발유,1591 ,자동7,12.7,3등급,137
쏘나타(LF) 1.6T-GDI_7DCT(17인치 타이어),현대,휘발유,1591 ,자동7,13.1,3등급,132
쏘나타(LF) 2.0가솔린(17인치 타이어),현대,휘발유,1999 ,자동6,12.6,3등급,138
FIAT 500X,크라이슬러,경유,1956 ,자동9,12.2,3등급,158
"투싼(TL) 2.0디젤 2WD ISG (19""타이어) (15)",현대,경유,1995 ,자동6,13.3,3등급,143
"투싼(TL) 2.0디젤 4WD (18""타이어) (15)",현대,경유,1995 ,자동6,12.2,3등급,157
"투싼(TL) 2.0디젤 2WD ISG (18""타이어) (15)",현대,경유,1995 ,자동6,13.7,3등급,139
"투싼(TL) 2.0디젤 4WD (17""타이어) (15)",현대,경유,1995 ,수동6,13.6,3등급,140
"투싼(TL) 2.0디젤 4WD (17""타이어) (15)",현대,경유,1995 ,자동6,12.4,3등급,155
"투싼(TL) 2.0디젤 4WD (19""타이어) (15)",현대,경유,1995 ,자동6,12,3등급,160
"투싼(TL) 2.0디젤 4WD (18""타이어) (15)",현대,경유,1995 ,수동6,13.1,3등급,146
크루즈 2.0 디젤 AT,한국지엠,경유,1998 ,자동6,13.1,3등급,152
i40 Saloon 2.0GDI(16인치 타이어),현대,휘발유,1999 ,자동6,11.9,3등급,147
벨로스터 1.6GDI (2015년형),현대,휘발유,1591 ,수동6,13.3,3등급,130
벨로스터 1.6T-GDI (2015년형),현대,휘발유,1591 ,자동7,12.3,3등급,141
벨로스터 1.6GDI (2015년형),현대,휘발유,1591 ,자동6,12.4,3등급,140
벨로스터 1.6GDI_6DCT (2015년형),현대,휘발유,1591 ,자동6,13.3,3등급,129
벨로스터 1.6T-GDI (2015년형),현대,휘발유,1591 ,수동6,12.4,3등급,140
피아트 500C,크라이슬러,휘발유,1368 ,자동6,12,3등급,145
렉서스 GS450h,토요타,휘발유,3456 ,무단변속,12.7,3등급,132
피아트 500,크라이슬러,휘발유,1368 ,자동6,11.8,3등급,148
쏘렌토 2.2디젤 4WD ISG 5인 19인치타이어(UM),기아,경유,2199 ,자동6,11.6,3등급,173
쏘렌토 2.2디젤 2WD ISG 7인(UM),기아,경유,2199 ,자동6,12.8,3등급,155
쏘렌토 2.2디젤 2WD ISG 7인 19인치타이어(UM),기아,경유,2199 ,자동6,12.4,3등급,160
쏘렌토 2.0디젤 2WD ISG 5인 19인치타이어(UM),기아,경유,1995 ,자동6,12.9,3등급,154
쏘렌토 2.0디젤 4WD ISG 5인(UM),기아,경유,1995 ,자동6,12.3,3등급,162
쏘렌토 2.0디젤 4WD ISG 5인 19인치타이어(UM),기아,경유,1995 ,자동6,11.7,3등급,170
쏘렌토 2.2디젤 2WD ISG 5인 19인치타이어(UM),기아,경유,2199 ,자동6,12.4,3등급,160
쏘렌토 2.2디젤 4WD ISG 7인 19인치타이어(UM),기아,경유,2199 ,자동6,11.6,3등급,173
쏘렌토 2.0디젤 4WD ISG 7인(UM),기아,경유,1995 ,자동6,12.3,3등급,162
쏘렌토 2.0디젤 4WD ISG 7인 19인치타이어(UM),기아,경유,1995 ,자동6,11.7,3등급,170
쏘렌토 2.2디젤 4WD ISG 5인(UM),기아,경유,2199 ,자동6,12,3등급,166
쏘렌토 2.0디젤 2WD ISG 7인 19인치타이어(UM),기아,경유,1995 ,자동6,12.9,3등급,154
쏘렌토 2.2디젤 4WD ISG 7인(UM),기아,경유,2199 ,자동6,12,3등급,166
쏘렌토 2.0디젤 2WD ISG 7인(UM),기아,경유,1995 ,자동6,13.1,3등급,151
쏘렌토 2.0디젤 2WD ISG 5인(UM),기아,경유,1995 ,자동6,13.5,3등급,146
쏘렌토 2.2디젤 2WD ISG 5인(UM),기아,경유,2199 ,자동6,13.4,3등급,148
토요타 86,토요타,휘발유,1998 ,수동6,11.8,3등급,148
쏘나타(LF) 2.0가솔린,현대,휘발유,1999 ,자동6,12.1,3등급,145
쏘나타(LF) 2.0가솔린(18인치 타이어),현대,휘발유,1999 ,자동6,11.6,3등급,151
피아트 500C,크라이슬러,휘발유,1368 ,자동6,12.4,3등급,140
파나메라 디젤,포르쉐,경유,2967 ,자동8,12,3등급,167
짚그랜드체로키,크라이슬러,경유,2987 ,자동8,11.7,3등급,172
토요타 Camry,토요타,휘발유,2487 ,자동8,12.3,3등급,134
렉서스 GS450h,토요타,휘발유,3456 ,무단변속,12.7,3등급,137
렉서스 GS450h,토요타,휘발유,3456 ,무단변속,11.8,3등급,148
토요타 86,토요타,휘발유,1998 ,자동6,11.6,3등급,150
피아트 500,크라이슬러,휘발유,1368 ,자동6,12.4,3등급,140
RVR(4WD),미쓰비시,휘발유,1998 ,무단변속,12.4,3등급,189
아웃랜더 2.4,미쓰비시,휘발유,2360 ,무단변속,11.8,3등급,198
랜서,미쓰비시,휘발유,1998 ,무단변속,12.6,3등급,186
아웃랜더 2.4,미쓰비시,휘발유,2360 ,무단변속,10.7,3등급,220
벤츠 E 350 4MATIC,벤츠,휘발유,1991 ,자동9,10.3,4등급,169
벤츠 CLS 450 4MATIC,벤츠,휘발유,2999 ,자동9,9.8,4등급,178
Mercedes-AMG E 53 4MATIC +,벤츠,휘발유,2999 ,자동9,9.5,4등급,185
Mercedes-AMG CLS 53 4MATIC +,벤츠,휘발유,2999 ,자동9,9.5,4등급,183
티볼리 가솔린 1.5 AT 2WD 기준4 (18인치 타이어),쌍용,휘발유,1497 ,자동6,11.4,4등급,145
티볼리 가솔린 1.5 AT AWD 기준4,쌍용,휘발유,1497 ,자동6,10.2,4등급,164
"카니발(PE 20MY) 2.2디젤 2WD 11인승 (18"" 타이어)",기아,경유,2199 ,자동8,11.3,4등급,172
"카니발(PE 20MY) 2.2디젤 2WD 9인승 (19"" 타이어)",기아,경유,2199 ,자동8,11.3,4등급,171
"카니발(PE 20MY) 2.2디젤 하이리무진 9인(18"" 타이어)",기아,경유,2199 ,자동8,10.3,4등급,189
"카니발(PE 20MY) 2.2디젤 2WD 11인승 (17"" 타이어)",기아,경유,2199 ,자동8,11.4,4등급,169
카니발(PE 20MY) 2.2디젤 2WD 9인승 (18'' 타이어),기아,경유,2199 ,자동8,11.4,4등급,170
"카니발(PE 20MY) 2.2디젤 하이리무진 9인(19"" 타이어)",기아,경유,2199 ,자동8,10.3,4등급,189
"카니발(PE 20MY)2.2디젤 하이리무진 11인(18"" 타이어)",기아,경유,2199 ,자동8,10.3,4등급,189
"카니발(PE 20MY) 2.2디젤 2WD 7인승 (19"" 타이어)",기아,경유,2199 ,자동8,11.3,4등급,171
"카니발(PE 20MY) 2.2디젤 아웃도어 9인(19"" 타이어)",기아,경유,2199 ,자동8,10.3,4등급,189
벤츠 GLE300 d 4Matic,벤츠,경유,1950 ,자동9,10.6,4등급,183
"K7 3.3 GDI (PE/18""타이어)",기아,휘발유,3342 ,자동8,10,4등급,172
"K7 3.0GDI (PE/18""타이어)",기아,휘발유,2999 ,자동8,10,4등급,168
"K7 3.3 GDI (PE/19""타이어)",기아,휘발유,3342 ,자동8,9.7,4등급,178
"K7 3.0GDI (PE/19""타이어)",기아,휘발유,2999 ,자동8,9.8,4등급,170
K7 2.5 GDI (PE/19”타이어),기아,휘발유,2497 ,자동8,11.1,4등급,153
볼보 S60T5,볼보,휘발유,1969 ,자동8,10.8,4등급,158
볼보 V60CCT5 AWD,볼보,휘발유,1969 ,자동8,10.1,4등급,169
"셀토스 1.6T-GDI 4WD (17"" 타이어)",기아,휘발유,1591 ,자동7,11.1,4등급,153
"셀토스 1.6T-GDI 4WD (16"" 타이어)",기아,휘발유,1591 ,자동7,11.1,4등급,152
"셀토스 1.6T-GDI 4WD (18"" 타이어)",기아,휘발유,1591 ,자동7,10.9,4등급,155
BMW Z4 M40i,BMW,휘발유,2998 ,자동8,10.2,4등급,168
A5 Sportback 45 TFSI quattro,아우디,휘발유,1984 ,자동7,10.1,4등급,169
A5 Coupe 45 TFSI quattro,아우디,휘발유,1984 ,자동7,10.3,4등급,166
A5 Cabriolet 45 TFSI quattro,아우디,휘발유,1984 ,자동7,9.7,4등급,177
A5 Coupe 45 TFSI quattro,아우디,휘발유,1984 ,자동7,10.3,4등급,166
A5 Sportback 45 TFSI quattro,아우디,휘발유,1984 ,자동7,10.1,4등급,169
Master Bus 13p,르노삼성,경유,2299 ,수동6,9.7,4등급,201
BMW 740Li xDrive,BMW,휘발유,2998 ,자동8,9.4,4등급,184
"스포티지 2.0MPI (PE/18"",19""타이어) (19)",기아,휘발유,1999 ,자동6,10.5,4등급,161
BMW 740d xDrive,BMW,경유,2993 ,자동8,11.2,4등급,173
BMW 730Ld xDrive,BMW,경유,2993 ,자동8,11.5,4등급,167
BMW 740Ld xDrive,BMW,경유,2993 ,자동8,11.2,4등급,172
BMW 435d xDrive Gran Coupe RDE,BMW,경유,2993 ,자동8,11.3,4등급,170
BMW X3 xDrive20i,BMW,휘발유,1998 ,자동8,9.5,4등급,181
아반떼 1.6LPI (15''/16'' 타이어) (19MY),현대,LPG,1591 ,자동6,10.6,4등급,122
Touareg 3.0 TDI,폭스바겐,경유,2967 ,자동8,10.3,4등급,188
Touareg 3.0 TDI,폭스바겐,경유,2967 ,자동8,10.3,4등급,188
토요타 RAV4 2WD,토요타,휘발유,2487 ,자동8,11.4,4등급,145
스팅어 2.0T-GDI AWD_19인치타이어(올시즌),기아,휘발유,1998 ,자동8,9.5,4등급,181
스팅어 2.0T-GDI 2WD_19인치타이어(올시즌),기아,휘발유,1998 ,자동8,10.3,4등급,166
GLC300 4Matic Coupe,벤츠,휘발유,1991 ,자동9,9.7,4등급,180
A4 45 TFSI quattro,아우디,휘발유,1984 ,자동7,10.6,4등급,162
볼보 S90T5,볼보,휘발유,1969 ,자동8,11.1,4등급,155
쏘나타(DN8) 2.0LPI_16인치타이어,현대,LPG,1999 ,자동6,10.3,4등급,126
쏘나타(DN8) 2.0LPI_18인치타이어,현대,LPG,1999 ,자동6,9.8,4등급,133
Maxima,닛산,휘발유,3498 ,무단변속,9.4,4등급,182
렉스턴스포츠 칸 2.2 6MT 4WD Long deck leaf,쌍용,경유,2157 ,수동6,10.6,4등급,183
렉스턴스포츠 칸 2.2 6AT 2WD Long deck leaf,쌍용,경유,2157 ,자동6,10,4등급,196
렉스턴스포츠 칸 2.2 6AT 4WD Long deck leaf,쌍용,경유,2157 ,자동6,9.7,4등급,202
렉스턴스포츠 칸 2.2 6AT 4WD Long deck,쌍용,경유,2157 ,자동6,9.7,4등급,202
INFINITI Q60,닛산,휘발유,2997 ,자동7,9.4,4등급,183
렉스턴스포츠 칸 2.2 6MT 2WD Long deck,쌍용,경유,2157 ,수동6,10.9,4등급,178
렉스턴스포츠 칸 2.2 6AT 2WD Long deck,쌍용,경유,2157 ,자동6,10,4등급,196
BMW 330i,BMW,휘발유,1998 ,자동8,11.1,4등급,153
CR-V 4WD,혼다,휘발유,1498 ,무단변속,11.4,4등급,145
렉스턴스포츠 칸 2.2 6MT 4WD Long deck,쌍용,경유,2157 ,수동6,10.6,4등급,183
CR-V 4WD,혼다,휘발유,1498 ,무단변속,11.4,4등급,145
렉스턴스포츠 칸 2.2 6MT 2WD Long deck leaf,쌍용,경유,2157 ,수동6,10.9,4등급,178
BMW X7 xDrive30d,BMW,경유,2993 ,자동8,9.5,4등급,206
짚 레니게이드 2.4,크라이슬러,휘발유,2360 ,자동9,10,4등급,171
BMW Z4 sDrive20i,BMW,휘발유,1998 ,자동8,10.7,4등급,159
BMW 330i xDrive,BMW,휘발유,1998 ,자동8,10.4,4등급,164
"팰리세이드 3.8GDI 2WD 8인 (18"" 타이어)",현대,휘발유,3778 ,자동8,9.6,4등급,178
"팰리세이드 2.2디젤 AWD 8인(20""타이어)",현대,경유,2199 ,자동8,11.5,4등급,167
"팰리세이드 3.8GDI 2WD 7인 (18"" 타이어)",현대,휘발유,3778 ,자동8,9.6,4등급,178
"팰리세이드 2.2디젤 AWD 7인(20""타이어)",현대,경유,2199 ,자동8,11.5,4등급,167
재규어 F-PACE 25d AWD,재규어,경유,1999 ,자동8,11.1,4등급,174
토요타 CAMRY,토요타,휘발유,2494 ,자동6,10.6,4등급,159
BMW M550d xDrive RDE,BMW,경유,2993 ,자동8,10.6,4등급,183
캐딜락 CT6 2.0T,GM,휘발유,1998 ,자동10,11,4등급,156
BMW X7 xDrive30d,BMW,경유,2993 ,자동8,9.5,4등급,206
재규어 F-PACE 20d AWD,재규어,경유,1999 ,자동8,11.5,4등급,168
레인지로버 벨라 D240,랜드로버,경유,1999 ,자동8,11,4등급,176
i30 1.6T-GDI_6MT (N_Line),현대,휘발유,1591 ,수동6,11.4,4등급,148
레인지로버 벨라 D300,랜드로버,경유,2993 ,자동8,10.8,4등급,179
짚 체로키 2.2,크라이슬러,경유,2184 ,자동9,11.1,4등급,175
Mercedes-AMG SLC43,벤츠,휘발유,2996 ,자동9,9.4,4등급,186
GLC300 4Matic,벤츠,휘발유,1991 ,자동9,9.4,4등급,186
G4 렉스턴 2.2 7AT 4WD SCR 7인승,쌍용,경유,2157 ,자동7,10.1,4등급,194
G4 렉스턴 2.2 7AT 2WD SCR 7인승,쌍용,경유,2157 ,자동7,10.5,4등급,186
G4 렉스턴 2.2 7AT 4WD SCR 5인승,쌍용,경유,2157 ,자동7,10.1,4등급,194
G4 렉스턴 2.2 7AT 2WD SCR 5인승,쌍용,경유,2157 ,자동7,10.5,4등급,186
INFINITI QX50 2.0,닛산,휘발유,1997 ,무단변속,10.3,4등급,167
INFINITI QX50 2.0 AWD,닛산,휘발유,1997 ,무단변속,9.8,4등급,176
모하비 3.0 디젤 2WD 5인,기아,경유,2959 ,자동8,10.1,4등급,193
디스커버리 TD6,랜드로버,경유,2993 ,자동8,9.7,4등급,201
재규어 F-PACE 30d,재규어,경유,2993 ,자동8,11.3,4등급,171
모하비 3.0 디젤 4WD 5인,기아,경유,2959 ,자동8,9.6,4등급,205
BMW X5 xDrive30d,BMW,경유,2993 ,자동8,10,4등급,195
BMW X4 xDrive30d,BMW,경유,2993 ,자동8,11.1,4등급,174
재규어 XF 25t,재규어,휘발유,1997 ,자동8,10.6,4등급,160
A6 40 TFSI quattro,아우디,휘발유,1984 ,자동8,9.7,4등급,179
BMW X5 xDrive30d,BMW,경유,2993 ,자동8,10,4등급,195
짚 랭글러 스포츠,크라이슬러,휘발유,1995 ,자동8,9.6,4등급,179
ACCORD 2.0T,혼다,휘발유,1996 ,자동10,10.8,4등급,158
디스커버리 스포츠 TD4 150PS,랜드로버,경유,1999 ,자동9,11.3,4등급,172
BMW X5 M50d,BMW,경유,2993 ,자동8,9.7,4등급,202
"SM6 M4R 2.0 (17"" Tire)",르노삼성,휘발유,1998 ,무단변속,11.4,4등급,149
Master VAN L1H1,르노삼성,경유,2299 ,수동6,10.8,4등급,179
"QM6 2.0 (19"" Tire)",르노삼성,휘발유,1997 ,무단변속,11.4,4등급,149
Master VAN L2H2,르노삼성,경유,2299 ,수동6,10.5,4등급,183
X-Trail 2WD,닛산,휘발유,2488 ,무단변속,11.1,4등급,154
X-Trail 4WD,닛산,휘발유,2488 ,무단변속,10.6,4등급,162
BMW X1 xDrive25i,BMW,휘발유,1998 ,자동8,9.4,4등급,187
BMW X4 xDrive20d,BMW,경유,1995 ,자동8,11.5,4등급,166
MINI John Cooper Works Convertible,MINI,휘발유,1998 ,자동6,11.1,4등급,154
BMW X2 xDrive25i,BMW,휘발유,1998 ,자동8,10.1,4등급,172
"투싼 개조차 1.6T-GDI AWD (17""타이어)",현대,휘발유,1591 ,자동7,10.9,4등급,154
마세라티 콰트로포르테 디젤,마제라티,경유,2987 ,자동8,9.4,4등급,208
"투싼 개조차 1.6T-GDI 2WD (19""타이어)",현대,휘발유,1591 ,자동7,11.3,4등급,148
마세라티 르반떼 디젤,마제라티,경유,2987 ,자동8,9.7,4등급,201
"투싼 개조차 1.6T-GDI AWD (18""타이어)",현대,휘발유,1591 ,자동7,10.7,4등급,157
마세라티 기블리 디젤,마제라티,경유,2987 ,자동8,10,4등급,196
"스포티지 2.0MPI (PE/17""타이어)",기아,휘발유,1999 ,자동6,10.8,4등급,156
"투싼 개조차 1.6T-GDI AWD (19""타이어)",현대,휘발유,1591 ,자동7,10.4,4등급,162
"스포티지 2.0MPI (PE/18"",19""타이어)",기아,휘발유,1999 ,자동6,10.5,4등급,161
BMW X6 xDrive30d WLTP,BMW,경유,2993 ,자동8,10,4등급,195
모하비 3.0 디젤 2WD 7인,기아,경유,2959 ,자동8,10.1,4등급,193
모하비 3.0 디젤 4WD 7인,기아,경유,2959 ,자동8,9.6,4등급,205
GLE350 d 4Matic,벤츠,경유,2987 ,자동9,10.1,4등급,194
GLE350 d 4Matic Coupe,벤츠,경유,2987 ,자동9,9.9,4등급,197
GLS350 d 4Matic,벤츠,경유,2987 ,자동9,9.6,4등급,204
BMW 435d xDrive Gran Coupe WLTP,BMW,경유,2993 ,자동8,11.5,4등급,167
BMW X6 xDrive40d WLTP,BMW,경유,2993 ,자동8,9.4,4등급,207
MURANO Hybrid,닛산,휘발유,2488 ,무단변속,10,4등급,170
BMW X4 M40d,BMW,경유,2993 ,자동8,10.7,4등급,182
BMW M550d xDrive WLTP,BMW,경유,2993 ,자동8,11.2,4등급,173
BMW 740Ld xDrive WLTP,BMW,경유,2993 ,자동8,11.1,4등급,174
볼보 S90T5,볼보,휘발유,1969 ,자동8,11.1,4등급,155
볼보 XC60T6 AWD,볼보,휘발유,1969 ,자동8,9.4,4등급,186
BMW 520i,BMW,휘발유,1998 ,자동8,10.9,4등급,153
"카니발 2.2디젤 하이리무진 11인(18"" 타이어)",기아,경유,2199 ,자동8,10.3,4등급,189
A5 Cabriolet 45 TFSI quattro,아우디,휘발유,1984 ,자동7,9.7,4등급,177
"카니발 2.2디젤 하이리무진 9인(18"" 타이어)",기아,경유,2199 ,자동8,10.3,4등급,189
"카니발 2.2디젤 아웃도어 9인(19"" 타이어)",기아,경유,2199 ,자동8,10.3,4등급,189
"카니발 2.2디젤 하이리무진 9인(19"" 타이어)",기아,경유,2199 ,자동8,10.3,4등급,189
"카니발 2.2디젤 하이리무진 7인(19"" 타이어)",기아,경유,2199 ,자동8,10.3,4등급,189
INFINITI QX30 AWD,닛산,휘발유,1991 ,자동7,10.4,4등급,165
볼보 XC40T4 AWD,볼보,휘발유,1969 ,자동8,10.3,4등급,168
벨로스터 N 2.0T-GDI (PP),현대,휘발유,1998 ,수동6,10.5,4등급,162
벨로스터 N 2.0T-GDI (STD),현대,휘발유,1998 ,수동6,10.7,4등급,159
코란도투리스모 샤토 11인승 2.2 4WD 7AT,쌍용,경유,2157 ,자동7,9.8,4등급,200
코란도투리스모 샤토 9인승 2.2 4WD 7AT,쌍용,경유,2157 ,자동7,9.8,4등급,200
G4 렉스턴 5인승 2.2 2WD 7AT,쌍용,경유,2157 ,자동7,10.5,4등급,186
G4 렉스턴 5인승 2.2 4WD 7AT,쌍용,경유,2157 ,자동7,10.1,4등급,193
G4 렉스턴 7인승 2.2 2WD 7AT,쌍용,경유,2157 ,자동7,10.5,4등급,186
G4 렉스턴 7인승 2.2 4WD 7AT,쌍용,경유,2157 ,자동7,10.1,4등급,193
C200 Coupe,벤츠,휘발유,1991 ,자동9,11.2,4등급,154
