"모델명","제조사","유종","배기량","변속형식","복합연비","등급","CO2배출량"
"Mercedes-Benz A 220 Sedan","벤츠","휘발유","1991","자동7","12.7","3등급","135"
"Mercedes-Benz C 220 d 4MATIC","벤츠","경유","1950","자동9","14","2등급","136"
"트레일블레이저 1.35 TURBO AWD","한국지엠","휘발유","1341","자동9","11.6","3등급","147"
"트레일블레이저 1.35 TURBO AWD","한국지엠","휘발유","1341","자동9","11.8","3등급","144"
"트레일블레이저 1.35 TURBO FWD","한국지엠","휘발유","1341","무단변속","12.9","3등급","131"
"트레일블레이저 1.35 TURBO FWD","한국지엠","휘발유","1341","무단변속","13.2","3등급","127"
"짚 컴패스 2.4","크라이슬러","휘발유","2360","자동9","9.2","5등급","189"
"Mercedes-AMG GT 63 S 4MATIC","벤츠","휘발유","3982","자동9","7.7","5등급","231"
"XM3 1.3 (18"" tire)","르노삼성","휘발유","1332","자동7","13.2","3등급","125"
"Mercedes-Benz C 200","벤츠","휘발유","1991","자동9","11.5","4등급","150"
"토요타 86 MT","토요타","휘발유","1998","수동6","10.8","4등급","154"
"토요타 86 AT","토요타","휘발유","1998","자동6","11.3","4등급","147"
"Mercedes-Benz CLS 450 4MATIC","벤츠","휘발유","2999","자동9","9.1","5등급","192"
"Mercedes-Benz A 220 Hatchback","벤츠","휘발유","1991","자동7","12.3","3등급","139"
"XM3 1.3 (17"" tire)","르노삼성","휘발유","1332","자동7","13.7","3등급","120"
"Mercedes-Maybach S 650","벤츠","휘발유","5980","자동7","6.1","5등급","295"
"BMW X3 xDrive30e iPerformance","BMW","전기+휘발유","1998","자동8","2.6/9.9","PHEV","72"
"A6 45 TFSI","아우디","휘발유","1984","자동7","11.8","3등급","144"
"Mercedes-AMG GT 43 4MATIC +","벤츠","휘발유","2999","자동9","8.8","5등급","199"
"BMW X6 M Competition","BMW","휘발유","4395","자동8","6.8","5등급","256"
"디스커버리 스포츠 D180","랜드로버","경유","1999","자동9","11.5","4등급","167"
"Huracan EVO Spyder","람보르기니","휘발유","5204","자동7","6.2","5등급","286"
"Mercedes-Maybach S 650","벤츠","휘발유","5980","자동7","6.1","5등급","295"
"재규어 XE D180 AWD","재규어","경유","1999","자동8","13.2","3등급","146"
"Mercedes-AMG E 63 4MATIC +","벤츠","휘발유","3982","자동9","7.6","5등급","233"
"Mercedes-AMG S 63 4MATIC + L","벤츠","휘발유","3982","자동9","7.3","5등급","242"
"다니고3픽업(DANIGO 3 PICK UP) ","(주)대창모터스","전기","0","없음","6.1","고속","0"
"Mercedes-AMG S 63 4MATIC + L","벤츠","휘발유","3982","자동9","7.3","5등급","242"
"Mercedes-Benz CLA 250 4MATIC","벤츠","휘발유","1991","자동7","11.5","4등급","150"
"CAPTUR 1.3 (18"" tire)","르노삼성","휘발유","1332","자동7","13","3등급","125"
"CAPTUR 1.3 (17"" tire)","르노삼성","휘발유","1332","자동7","13.5","3등급","120"
"Master Bus Ph2 13p","르노삼성","경유","2299","수동6","9.5","4등급","205"
"Master VAN Ph2 L2H2","르노삼성","경유","2299","수동6","10.9","4등급","176"
"Master VAN Ph2 L1H1 ","르노삼성","경유","2299","수동6","11.1","4등급","173"
"Q3 Sportback 35 TDI","아우디","경유","1968","자동7","14.3","2등급","133"
"911 카레라","포르쉐","휘발유","2981","자동8","8.2","5등급","213"
"911 카레라 4","포르쉐","휘발유","2981","자동8","7.9","5등급","220"
"Huracan EVO","람보르기니","휘발유","5204","자동7","6","5등급","297"
"캐딜락 Escalade","GM","휘발유","6162","자동10","6.8","5등급","260"
"캐딜락 XT6","GM","휘발유","3649","자동9","8.3","5등급","210"
"K5(DL3) 2.0CVVL_18인치타이어","기아","휘발유","1999","자동6","12.7","3등급","132"
"K5(DL3) 2.0CVVL_17인치타이어","기아","휘발유","1999","자동6","13","3등급","129"
"Mercedes-Benz E 300","벤츠","휘발유","1991","자동9","10.2","4등급","171"
"파나메라 터보 이그제큐티브","포르쉐","휘발유","3996","자동8","7.5","5등급","234"
"Mercedes-Benz S 560 e","벤츠","전기+휘발유","2996","자동9","2.6/10.1","PHEV","69"
"911 카레라 카브리올레","포르쉐","휘발유","2981","자동8","8.2","5등급","213"
"911 카레라 4 카브리올레","포르쉐","휘발유","2981","자동8","7.9","5등급","220"
"Mercedes-Benz E 220 d 4MATIC","벤츠","경유","1950","자동9","13.6","3등급","139"
"Mercedes-Benz S 350 L","벤츠","휘발유","2996","자동9","9.2","5등급","190"
"Mercedes-Benz S 350d 4MATIC","벤츠","경유","2925","자동9","11","4등급","176"
"K5(DL3) 2.0LPI_18인치(빌트인캠)","기아","LPG","1999","자동6","9.6","4등급","136"
"CR-V 4WD","혼다","휘발유","1498","무단변속","11.5","4등급","145"
"K5(DL3) 2.0LPI_18인치타이어","기아","LPG","1999","자동6","9.8","4등급","133"
"K5(DL3) 2.0LPI_17인치타이어","기아","LPG","1999","자동6","10","4등급","131"
"K5(DL3) 2.0LPI_16인치(빌트인캠)","기아","LPG","1999","자동6","10.1","4등급","129"
"K5(DL3) 2.0LPI_16인치타이어","기아","LPG","1999","자동6","10.2","4등급","128"
"K5(DL3) 1.6T-GDI_19인치타이어","기아","휘발유","1598","자동8","12.9","3등급","130"
"K5(DL3) 1.6T-GDI_18인치타이어","기아","휘발유","1598","자동8","13.2","3등급","127"
"K5(DL3) 1.6T-GDI_17인치(빌트인캠)","기아","휘발유","1598","자동8","13.6","3등급","123"
"K5(DL3) 1.6T-GDI_17인치타이어","기아","휘발유","1598","자동8","13.8","2등급","121"
"쏘나타(DN8) 1.6 T-GDI_19인치(빌트인캠)","현대","휘발유","1598","자동8","12.6","3등급","134"
"쏘나타(DN8) 1.6 T-GDI_19인치타이어","현대","휘발유","1598","자동8","12.8","3등급","131"
"K5(DL3) 2.0GDI 하이브리드_17인치(빌트인캠)","기아","휘발유","1999","자동6","18.8","1등급","85"
"K5(DL3) 2.0GDI 하이브리드_17인치타이어","기아","휘발유","1999","자동6","19.1","1등급","83"
"레이(20MY) 1.0 가솔린 밴형 14인치 타이어","기아","휘발유","998","자동4","13","경형","127"
"레이(20MY) 1.0 가솔린 14인치 타이어","기아","휘발유","998","자동4","13","경형","127"
"K5(DL3) 2.0GDI 하이브리드_16인치(빌트인캠)","기아","휘발유","1999","자동6","19.7","1등급","81"
"K5(DL3) 2.0GDI 하이브리드_16인치타이어","기아","휘발유","1999","자동6","20.1","1등급","79"
"A6 45 TDI quattro","아우디","경유","2967","자동8","12.5","3등급","153"
"레이(20MY) 1.0 가솔린 15인치 타이어","기아","휘발유","998","자동4","12.7","경형","131"
"Rolls-Royce Cullinan Black Badge","롤스로이스","휘발유","6749","자동8","5.4","5등급","330"
"BMW 320i","BMW","휘발유","1998","자동8","11","4등급","154"
"BMW X6 xDrive40i","BMW","휘발유","2998","자동8","7.6","5등급","227"
"Q7 45 TDI quattro","아우디","경유","2967","자동8","10.2","4등급","191"
"Mercedes-Maybach S 560 4MATIC","벤츠","휘발유","3982","자동9","7.2","5등급","246"
"봉고 전기차","기아","전기","0","없음","3.1","고속","0"
"A5 Cabriolet 45 TFSI quattro","아우디","휘발유","1984","자동7","10.8","4등급","160"
"Mercedes-Benz E 300 e 4MATIC","벤츠","전기+휘발유","1991","자동9","2.5/10.3","PHEV","60"
"포터일렉트릭","현대","전기","0","없음","3.1","고속","0"
"Mercedes-Benz E 300 4MATIC","벤츠","휘발유","1991","자동9","10","4등급","174"
"파나메라 터보","포르쉐","휘발유","3996","자동8","7.5","5등급","234"
"Mercedes-Benz E 450 4MATIC Coupe","벤츠","휘발유","2996","자동9","9.1","5등급","192"
"Mercedes-Benz S 560 4MATIC","벤츠","휘발유","3982","자동9","7.5","5등급","237"
"S6 TDI","아우디","경유","2967","자동8","11.4","4등급","169"
"A4 40 TFSI","아우디","휘발유","1984","자동7","12.2","3등급","140"
"Mercedes-Benz S 560 4MATIC","벤츠","휘발유","3982","자동9","7.5","5등급","237"
"SQ5 TDI","아우디","경유","2967","자동8","11.5","4등급","168"
"BMW M8 Gran Coupe Competition","BMW","휘발유","4395","자동8","7.3","5등급","237"
"BMW 740i","BMW","휘발유","2998","자동8","9.5","4등급","181"
"BMW 220d","BMW","경유","1995","자동8","13.9","2등급","137"
"파나메라 터보 (5인승)","포르쉐","휘발유","3996","자동8","7.5","5등급","234"
"레인지로버 플러그인하이브리드","랜드로버","전기+휘발유","1997","자동8","1.9/7.6","PHEV","84"
"SQ5 TDI","아우디","경유","2967","자동8","11.5","4등급","168"
"그랜저(IG개조)2.4 하이브리드_18""타이어","현대","휘발유","2359","자동6","15.2","2등급","108"
"그랜저(IG개조)2.4 하이브리드_18""타이어(빌트인캠)","현대","휘발유","2359","자동6","14.9","2등급","110"
"Lincoln Aviator 3.0","포드","휘발유","2956","자동10","8.1","5등급","212"
"그랜저(IG개조)2.4 하이브리드_17""타이어(빌트인캠)","현대","휘발유","2359","자동6","15.9","2등급","103"
"Mercedes-Benz GLC 300 4MATIC Coupe","벤츠","휘발유","1991","자동9","9.7","4등급","179"
"Tiguan Allspace 2.0 TDI","폭스바겐","경유","1968","자동7","13.5","3등급","141"
"Q5 50 TDI quattro","아우디","경유","2967","자동8","11.1","4등급","175"
"Mercedes-Maybach S 560 4MATIC","벤츠","휘발유","3982","자동9","7.2","5등급","246"
"마세라티 르반떼 트로페오","마세라티","휘발유","3799","자동8","5.7","5등급","298"
"BMW 530e iPerformance","BMW","전기+휘발유","1998","자동8","3.4/11.8","PHEV","40"
"Mercedes-Benz E 450 4MATIC","벤츠","휘발유","2996","자동9","9.1","5등급","192"
"Mercedes-Benz S 560 e","벤츠","전기+휘발유","2996","자동9","2.6/10.1","PHEV","69"
"Lincoln Aviator 3.0","포드","휘발유","2956","자동10","8.1","5등급","212"
"Mondeo 2.0","포드","경유","1995","자동8","14.5","2등급","130"
"CR-V 4WD","혼다","휘발유","1498","무단변속","11.5","4등급","145"
"Tiguan Allspace 2.0 TDI","폭스바겐","경유","1968","자동7","13.5","3등급","141"
"A6 50 TDI quattro","아우디","경유","2967","자동8","12.5","3등급","153"
"Q5 50 TDI quattro","아우디","경유","2967","자동8","11.1","4등급","175"
"재규어 XE D180","재규어","경유","1999","자동8","14.2","2등급","134"
"짚 체로키 3.2","크라이슬러","휘발유","3239","자동9","8.1","5등급","215"
"SQ8 TDI","아우디","경유","3956","자동8","8.5","5등급","232"
"짚 체로키 3.2","크라이슬러","휘발유","3239","자동9","8.3","5등급","212"
"Arteon 2.0 TDI 4Motion","폭스바겐","경유","1968","자동7","13.4","3등급","143"
"페라리 F8 Spider","페라리","휘발유","3902","자동7","6.4","5등급","277"
"A5 Sportback 40 TDI quattro","아우디","경유","1968","자동7","13.5","3등급","141"
"A4 40 TDI quattro","아우디","경유","1968","자동7","13.8","2등급","138"
"Q7 50 TDI quattro","아우디","경유","2967","자동8","10.2","4등급","191"
"A8L 50 TDI quattro","아우디","경유","2967","자동8","11.1","4등급","174"
"짚 체로키 2.4 AWD","크라이슬러","휘발유","2360","자동9","9.3","5등급","185"
"짚 체로키 2.4 FWD","크라이슬러","휘발유","2360","자동9","9.5","4등급","182"
"페라리 F8 Tributo","페라리","휘발유","3902","자동7","6.6","5등급","268"
"A4 35 TDI","아우디","경유","1968","자동7","15.9","2등급","117"
"S7 TDI","아우디","경유","2967","자동8","12","3등급","161"
"마세라티 르반떼 디젤","마세라티","경유","2987","자동8","9.3","5등급","210"
"A5 Coupe 45 TFSI quattro","아우디","휘발유","1984","자동7","10.4","4등급","166"
"SQ8 TDI","아우디","경유","3956","자동8","8.5","5등급","232"
"A5 Sportback 45 TFSI quattro","아우디","휘발유","1984","자동7","10.6","4등급","162"
"Rolls-Royce Cullinan Black Badge","롤스로이스","휘발유","6749","자동8","5.4","5등급","330"
"MINI John Cooper Works Countryman ALL4","MINI","휘발유","1998","자동8","9.6","4등급","180"
"BMW 420d Coupe RDE2","BMW","경유","1995","자동8","13.2","3등급","145"
"Q5 45 TFSI quattro","아우디","휘발유","1984","자동7","10.3","4등급","167"
"볼보 XC90T8 AWD","볼보","전기+휘발유","1969","자동8","2.8/10","PHEV","59"
"볼보 XC90T8 AWD","볼보","전기+휘발유","1969","자동8","2.8/10","PHEV","59"
"CR-V 2WD","혼다","휘발유","1498","무단변속","12.6","3등급","132"
"A7 45 TDI quattro","아우디","경유","2967","자동8","12.1","3등급","160"
"A8 50 TDI quattro","아우디","경유","2967","자동8","11.3","4등급","171"
"그랜저(IG개조) 3.3 GDI_19인치타이어","현대","휘발유","3342","자동8","9.6","4등급","179"
"BMW X5 M50d","BMW","경유","2993","자동8","9.7","4등급","202"
"그랜저(IG개조) 3.3 GDI_18인치타이어","현대","휘발유","3342","자동8","9.7","4등급","178"
"그랜저(IG개조) 3.0 LPI_19인치타이어","현대","LPG","2999","자동6","7.3","5등급","182"
"그랜저(IG개조) 3.0 LPI_18인치타이어","현대","LPG","2999","자동6","7.4","5등급","180"
"그랜저(IG개조) 3.0 LPI_17인치타이어","현대","LPG","2999","자동6","7.5","5등급","177"
"BMW 840i xDrive Gran Coupe","BMW","휘발유","2998","자동8","9.4","4등급","183"
"A7 55 TFSI quattro","아우디","휘발유","2995","자동7","9.5","4등급","182"
"그랜저(IG개조) 2.5 GDI_19인치타이어","현대","휘발유","2497","자동8","11.1","4등급","153"
"그랜저(IG개조) 2.5 GDI_18인치타이어","현대","휘발유","2497","자동8","11.6","3등급","146"
"그랜저(IG개조) 2.5 GDI_17인치타이어","현대","휘발유","2497","자동8","11.9","3등급","142"
"투싼 개조차 2.0디젤 AWD (20MY_19""타이어)","현대","경유","1995","자동8","12.4","3등급","154"
"투싼 개조차 2.0디젤 2WD 8AT (20MY_19""타이어)","현대","경유","1995","자동8","13.8","2등급","137"
"투싼 개조차 1.6디젤 AWD (20MY_19""타이어)","현대","경유","1598","자동7","13.8","2등급","137"
"투싼 개조차 1.6디젤 AWD (20MY_18""타이어)","현대","경유","1598","자동7","14.1","2등급","134"
"투싼 개조차 1.6디젤 2WD (20MY_19""타이어)","현대","경유","1598","자동7","15.3","2등급","122"
"투싼 개조차 1.6디젤 2WD (20MY_18""타이어)","현대","경유","1598","자동7","15.8","2등급","118"
"투싼 개조차 1.6T-GDI AWD (20MY_19""타이어)","현대","휘발유","1591","자동7","10.4","4등급","162"
"투싼 개조차 1.6T-GDI AWD (20MY_18""타이어)","현대","휘발유","1591","자동7","10.7","4등급","157"
"투싼 개조차 1.6T-GDI 2WD (20MY_19""타이어)","현대","휘발유","1591","자동7","11.3","4등급","148"
"투싼 개조차 1.6T-GDI 2WD (20MY_18""타이어)","현대","휘발유","1591","자동7","11.6","3등급","144"
"BMW X2 xDrive25i","BMW","휘발유","1998","자동8","9.9","4등급","173"
"BMW X1 xDrive25i","BMW","휘발유","1998","자동8","9.8","4등급","174"
"볼보 XC60D5 AWD","볼보","경유","1969","자동8","11.7","3등급","165"
"MINI Cooper SD Clubman","MINI","경유","1995","자동8","13.4","3등급","142"
"BMW X6 M50d","BMW","경유","2993","자동8","9.5","4등급","206"
"BMW X1 xDrive18d","BMW","경유","1995","자동8","13.3","3등급","143"
"TWIZY Cargo(1인승)","르노삼성","전기","0","없음","7.9","고속","0"
"Q7 45 TDI quattro","아우디","경유","2967","자동8","10.5","4등급","184"
"GR Supra","토요타","휘발유","2998","자동8","9.7","4등급","171"
"Q8 45 TDI quattro","아우디","경유","2967","자동8","10.7","4등급","182"
"Q8 50 TDI quattro","아우디","경유","2967","자동8","10.5","4등급","186"
"그랜드스타렉스 2.5디젤 리무진 (20MY_6P_N/HR)","현대","경유","2497","자동5","8.9","5등급","222"
"그랜드스타렉스 2.5디젤 4WD 리무진 (20MY_6P_N/HR)","현대","경유","2497","자동5","8.3","5등급","237"
"BMW M340i","BMW","휘발유","2998","자동8","9.9","4등급","174"
"MINI Cooper S Countryman ALL4","MINI","휘발유","1998","자동8","9.6","4등급","178"
"MINI Cooper SD Countryman ALL4 RDE","MINI","경유","1995","자동8","12.6","3등급","151"
"MINI Cooper Convertible","MINI","휘발유","1499","자동7","11.6","3등급","146"
"G70 3.3T-GDI AWD_20MY(19인치 PS4S타이어)","현대","휘발유","3342","자동8","8.5","5등급","198"
"G70 3.3T-GDI 2WD_20MY(19인치 PS4S타이어)","현대","휘발유","3342","자동8","8.9","5등급","189"
"Mercedes-Benz E 250","벤츠","휘발유","1991","자동9","10.5","4등급","165"
"볼보 XC60T8 AWD","볼보","전기+휘발유","1969","자동8","3/10.8","PHEV","67"
"코란도 1.6 디젤 6MT 2WD SCR ISG","쌍용","경유","1597","수동6","15.2","2등급","124"
"BMW 840i xDrive","BMW","휘발유","2998","자동8","9.5","4등급","181"
"MINI Cooper D Countryman ALL4 RDE","MINI","경유","1995","자동8","13.9","2등급","136"
"MINI Cooper","MINI","휘발유","1499","자동7","12.3","3등급","136"
"FENGON ix5","DFSK","휘발유","1498","무단변속","9.8","4등급","173"
"Q5 45 TFSI quattro","아우디","휘발유","1984","자동7","10.3","4등급","167"
"Explorer 2.3","포드","휘발유","2261","자동10","8.9","5등급","189"
"BMW 530i","BMW","휘발유","1998","자동8","10.4","4등급","163"
"INFINITI Q50","닛산","휘발유","2997","자동7","9.1","5등급","191"
"스파크 밴 1.0","한국지엠","휘발유","999","무단변속","14.4","경형","116"
"INFINITI Q50","닛산","휘발유","2997","자동7","9.3","5등급","187"
"TWIZY Urban(2인승)","르노삼성","전기","0","없음","7.9","고속","0"
"T-ROC 2.0 TDI","폭스바겐","경유","1968","자동7","15.1","2등급","124"
"MINI John Cooper Works Convertible","MINI","휘발유","1998","자동8","10.8","4등급","157"
"MINI Cooper S","MINI","휘발유","1998","자동7","11.6","3등급","146"
"MINI Cooper S five-door","MINI","휘발유","1998","자동7","11.7","3등급","146"
"BMW X2 xDrive20i","BMW","휘발유","1998","자동8","9.8","4등급","174"
"CAPTUR 1.5 DIESEL","르노삼성","경유","1461","자동7","17.7","1등급","104"
"파나메라 4 E-하이브리드","포르쉐","전기+휘발유","2894","자동8","2/8.3","PHEV","85"
"파나메라 4 E-하이브리드 (5인승)","포르쉐","전기+휘발유","2894","자동8","2/8.3","PHEV","85"
"파나메라 4 E-하이브리드 이그제큐티브","포르쉐","전기+휘발유","2894","자동8","2/8.3","PHEV","85"
"카니발(PE 20MY) 3.3GDI 하이리무진 9인","기아","휘발유","3342","자동8","7.6","5등급","228"
"카니발(PE 20MY) 3.3GDI 9인승 (19'' 타이어)","기아","휘발유","3342","자동8","8.2","5등급","210"
"MINI Cooper S Convertible","MINI","휘발유","1998","자동7","11.5","4등급","148"
"BMW X1 xDrive20i","BMW","휘발유","1998","자동8","9.8","4등급","175"
"마스타(MASTA)VAN","마스타전기차(주)","전기","0","없음","6.1","고속","0"
"MINI Cooper Countryman ","MINI","휘발유","1499","자동7","10.7","4등급","159"
"BMW Active Tourer RDE","BMW","경유","1995","자동8","14.7","2등급","128"
"QM6 2.0 DIESEL New (4WD 19"" Tire)","르노삼성","경유","1997","무단변속","12.5","3등급","153"
"Q3 35 TDI","아우디","경유","1968","자동7","14.7","2등급","129"
"스파크 1.0","한국지엠","휘발유","999","무단변속","14.4","경형","116"
"벤츠 EQC 400 4MATIC","벤츠","전기","0","없음","3.2","고속","0"
"Model 3 Long Range","테슬라코리아 유한회사","전기","0","없음","5","고속","0"
"짚 그랜드 체로키","크라이슬러","경유","2987","자동8","9.3","5등급","212"
"짚 레니게이드 1.6","크라이슬러","경유","1598","자동6","15.6","2등급","120"
"Mercedes-AMG GT 43 4MATIC+","벤츠","휘발유","2999","자동9","8.5","5등급","205"
"벤츠 GLE 450 4MATIC","벤츠","휘발유","2999","자동9","8.8","5등급","198"
"Mercedes-AMG E 53 4MATIC +","벤츠","휘발유","2999","자동9","9.5","4등급","185"
"Mercedes-Benz CLS 300 d ","벤츠","경유","1950","자동9","13","3등급","146"
"MINI Cooper five-door","MINI","휘발유","1499","자동7","12.1","3등급","140"
"MINI Cooper S Clubman","MINI","휘발유","1998","자동7","10.6","4등급","161"
"Q2 35 TDI","아우디","경유","1968","자동7","15.1","2등급","125"
"MINI Cooper Clubman ","MINI","휘발유","1499","자동7","11.5","4등급","147"
"G70 3.3T-GDI 2WD (19인치 PS4S타이어)","현대","휘발유","3342","자동8","9.5","4등급","180"
"G70 3.3T-GDI AWD (19인치 PS4S타이어)","현대","휘발유","3342","자동8","8.8","5등급","196"
"Q5 40 TDI quattro","아우디","경유","1968","자동7","12","3등급","160"
"BMW X4 xDrive20i","BMW","휘발유","1998","자동8","9.5","4등급","181"
"봉고 1톤 4X4덤프 (강화유로6)","기아","경유","2497","수동6","8.8","5등급","222"
"포터 2.5디젤 4x4덤프(강화유로6)","현대","경유","2497","수동6","8.8","5등급","222"
"Arteon 2.0 TDI","폭스바겐","경유","1968","자동7","15.2","2등급","124"
"Model 3 Standard Range Plus RWD","테슬라코리아 유한회사","전기","0","없음","5.8","고속","0"
"BMW M8","BMW","휘발유","4395","자동8","7.6","5등급","230"
"MINI Cooper D Clubman","BMW","경유","1995","자동8","14.1","2등급","134"
"BMW 530i xDrive","BMW","휘발유","1998","자동8","10.3","4등급","166"
"모하비(PE2) 3.0디젤 4WD 5인(18""/20"" 타이어)","기아","경유","2959","자동8","9.4","4등급","209"
"모하비(PE2) 3.0디젤 4WD 6인(18"" 타이어)","기아","경유","2959","자동8","9.4","4등급","209"
"모하비(PE2) 3.0디젤 4WD 6인(20"" 타이어)","기아","경유","2959","자동8","9.3","5등급","211"
"A6 40 TDI quattro","아우디","경유","1968","자동7","15.1","2등급","125"
"카니발(PE 20MY)2.2디젤 하이리무진 11인(18"" 타이어)","기아","경유","2199","자동8","10.3","4등급","189"
"카니발(PE 20MY) 2.2디젤 아웃도어 9인(19"" 타이어)","기아","경유","2199","자동8","10.3","4등급","189"
"카니발(PE 20MY) 2.2디젤 하이리무진 9인(18"" 타이어)","기아","경유","2199","자동8","10.3","4등급","189"
"카니발(PE 20MY) 2.2디젤 하이리무진 9인(19"" 타이어)","기아","경유","2199","자동8","10.3","4등급","189"
"카니발(PE 20MY) 2.2디젤 2WD 11인승 (18"" 타이어)","기아","경유","2199","자동8","11.3","4등급","172"
"카니발(PE 20MY) 2.2디젤 2WD 11인승 (17"" 타이어)","기아","경유","2199","자동8","11.4","4등급","169"
"BMW 520i","BMW","휘발유","1998","자동8","11.1","4등급","152"
"카니발(PE 20MY) 2.2디젤 2WD 7인승 (19"" 타이어)","기아","경유","2199","자동8","11.3","4등급","171"
"카니발(PE 20MY) 2.2디젤 2WD 9인승 (19"" 타이어)","기아","경유","2199","자동8","11.3","4등급","171"
"카니발(PE 20MY) 2.2디젤 2WD 9인승 (18'' 타이어)","기아","경유","2199","자동8","11.4","4등급","170"
"카니발(PE 20MY) 3.3GDI 하이리무진 7인","기아","휘발유","3342","자동8","7.9","5등급","218"
"카니발(PE 20MY) 3.3GDI 하이리무진 9인","기아","휘발유","3342","자동8","7.6","5등급","228"
"카니발(PE 20MY) 3.3GDI 7인승 (19'' 타이어)","기아","휘발유","3342","자동8","8.2","5등급","210"
"카니발(PE 20MY) 3.3GDI 9인승 (18""/19'' 타이어)","기아","휘발유","3342","자동8","8.2","5등급","210"
"Tiguan 2.0 TDI 4Motion","폭스바겐","경유","1968","자동7","12.8","3등급","149"
"모하비(PE2) 3.0디젤 4WD 7인(20"" 타이어)","기아","경유","2959","자동8","9.3","5등급","211"
"CEVO-C","Supaq Motor Limited","전기","0","없음","6.4","고속","0"
"모하비(PE2) 3.0디젤 4WD 7인(18"" 타이어)","기아","경유","2959","자동8","9.4","4등급","209"
"Model 3 Performance","테슬라코리아 유한회사","전기","0","없음","4.7","고속","0"
"벤츠 E 350 4MATIC","벤츠","휘발유","1991","자동9","10.3","4등급","169"
"포터 2.5디젤 장축 더블캡 MT(강화유로6)","현대","경유","2497","수동6","9.7","4등급","199"
"A8L 55 TFSI quattro","아우디","휘발유","2995","자동8","8.8","5등급","197"
"Mercedes-AMG CLS 53 4MATIC + ","벤츠","휘발유","2999","자동9","9.5","4등급","183"
"포터 2.5디젤 초장축 표준캡 AT(강화유로6)","현대","경유","2497","자동5","9","5등급","216"
"BMW 745e iPerformance","BMW","전기+휘발유","2998","자동8","2.9/10","PHEV","63"
"Mercedes-AMG G63","벤츠","휘발유","3982","자동9","6.1","5등급","292"
"K7 2.4하이브리드 (PE/18“ 타이어)","기아","휘발유","2359","자동6","15.2","2등급","108"
"BMW 640i xDrive","BMW","휘발유","2998","자동8","9","5등급","191"
"포터 2.5디젤 장축 슈퍼캡 MT(강화유로6)","현대","경유","2497","수동6","9.9","4등급","195"
"포터 2.5디젤 초장축 표준캡 MT(강화유로6)","현대","경유","2497","수동6","9.9","4등급","195"
"포터 2.5디젤 4X4장축 표준캡(강화유로6)","현대","경유","2497","수동6","9.2","5등급","211"
"렉스턴스포츠 2.2 디젤 2WD 6MT SCR","쌍용","경유","2157","수동6","11.3","4등급","171"
"렉스턴스포츠 2.2 디젤 4WD 6MT SCR","쌍용","경유","2157","수동6","11","4등급","177"
"렉스턴스포츠 2.2 디젤 2WD 6AT SCR","쌍용","경유","2157","자동6","10.4","4등급","188"
"렉스턴스포츠 2.2 디젤 4WD 6AT SCR","쌍용","경유","2157","자동6","10.1","4등급","194"
"렉스턴스포츠 칸 2.2 디젤 2WD 6MT SCR","쌍용","경유","2157","수동6","11.2","4등급","173"
"렉스턴스포츠 칸 2.2 디젤 4WD 6MT SCR","쌍용","경유","2157","수동6","10.9","4등급","178"
"렉스턴스포츠 칸 2.2 디젤 2WD 6AT SCR","쌍용","경유","2157","자동6","10.3","4등급","190"
"렉스턴스포츠 칸 2.2 디젤 4WD 6AT SCR","쌍용","경유","2157","자동6","10","4등급","196"
"벤츠 S350 d 4MATIC","벤츠","경유","2925","자동9","10.9","4등급","178"
"봉고 1톤 장축 표준캡 MT (강화유로6)","기아","경유","2497","수동6","9.9","4등급","195"
"봉고 1톤 장축 슈퍼캡 MT (강화유로6)","기아","경유","2497","수동6","9.9","4등급","195"
"봉고 1톤 초장축 표준캡 MT (강화유로6)","기아","경유","2497","수동6","9.9","4등급","195"
"봉고 1톤 장축 더블캡 MT (강화유로6)","기아","경유","2497","수동6","9.7","4등급","199"
"봉고 1톤 초장축 표준캡 AT (강화유로6)","기아","경유","2497","자동5","9","5등급","216"
"봉고 1톤 4X4장축 표준캡 (강화유로6)","기아","경유","2497","수동6","9.2","5등급","212"
"BMW 540i xDrive","BMW","휘발유","2998","자동8","9.3","5등급","185"
"BMW X3 xDrive20i","BMW","휘발유","1998","자동8","9.5","4등급","181"
"QM6 2.0 DIESEL New (4WD 18"" Tire)","르노삼성","경유","1997","무단변속","12.7","3등급","151"
"QM6 1.7 DIESEL (2WD 19"" Tire) ","르노삼성","경유","1749","무단변속","14.2","2등급","134"
"볼보 S60T5","볼보","휘발유","1969","자동8","10.8","4등급","158"
"볼보 XC60T6 AWD","볼보","휘발유","1969","자동8","9","5등급","193"
"쏘나타(DN8) 1.6 T-GDI_18인치타이어","현대","휘발유","1598","자동8","13.2","3등급","127"
"쏘나타(DN8) 1.6 T-GDI_17인치타이어","현대","휘발유","1598","자동8","13.7","3등급","122"
"벤츠 GLE300 d 4Matic","벤츠","경유","1950","자동9","10.6","4등급","183"
"포터 2.5디젤 초장축 슈퍼캡 AT(강화유로6)","현대","경유","2497","자동5","9","5등급","216"
"포터 2.5디젤 초장축 더블캡 AT(강화유로6)","현대","경유","2497","자동5","8.9","5등급","220"
"포터 2.5디젤 초장축 슈퍼캡 MT(강화유로6)","현대","경유","2497","수동6","9.9","4등급","195"
"포터 2.5디젤 초장축 더블캡 MT(강화유로6)","현대","경유","2497","수동6","9.7","4등급","199"
